set_label,word,status,height,width
aug_test_08,drop,OK,800,672
aug_test_08,eat,OK,800,672
aug_test_08,fish,OK,800,672
aug_test_08,hot,OK,800,672
aug_test_08,jump,OK,800,672
aug_test_08,milk,OK,800,672
aug_test_08,pen,OK,800,672
aug_test_08,red,OK,800,672
aug_test_09,bat,OK,800,672
aug_test_09,cup,OK,800,672
aug_test_09,drop,OK,800,672
aug_test_09,eat,OK,800,672
aug_test_09,fish,OK,800,672
aug_test_09,hot,OK,800,672
aug_test_09,jump,OK,800,672
aug_test_09,milk,OK,800,672
aug_test_09,pen,OK,800,672
aug_test_09,red,OK,800,672
aug_test_10,bat,OK,800,672
aug_test_10,cup,OK,800,672
aug_test_10,drop,OK,800,672
aug_test_10,eat,OK,800,672
aug_test_10,fish,OK,800,672
aug_test_10,hot,OK,800,672
aug_test_10,jump,OK,800,672
aug_test_10,milk,OK,800,672
aug_test_10,pen,OK,800,672
aug_test_10,red,OK,800,672
aug_test_11,bat,OK,800,672
aug_test_11,cup,OK,800,672
aug_test_11,drop,OK,800,672
aug_test_11,eat,OK,800,672
aug_test_11,fish,OK,800,672
aug_test_11,hot,OK,800,672
aug_test_11,jump,OK,800,672
aug_test_11,milk,OK,800,672
aug_test_11,pen,OK,800,672
aug_test_11,red,OK,800,672
aug_train_01,bat,OK,800,672
aug_train_01,cup,OK,800,672
aug_train_01,drop,OK,800,672
aug_train_01,eat,OK,800,672
aug_train_01,fish,OK,800,672
aug_train_01,hot,OK,800,672
aug_train_01,jump,OK,800,672
aug_train_01,milk,OK,800,672
aug_train_01,pen,OK,800,672
aug_train_01,red,OK,800,672
aug_train_02,bat,OK,800,672
aug_train_02,cup,OK,800,672
aug_train_02,drop,OK,800,672
aug_train_02,eat,OK,800,672
aug_train_02,fish,OK,800,672
aug_train_02,hot,OK,800,672
aug_train_02,jump,OK,800,672
aug_train_02,milk,OK,800,672
aug_train_02,pen,OK,800,672
aug_train_02,red,OK,800,672
aug_train_03,bat,OK,800,672
aug_train_03,cup,OK,800,672
aug_train_03,drop,OK,800,672
aug_train_03,eat,OK,800,672
aug_train_03,fish,OK,800,672
aug_train_03,hot,OK,800,672
aug_train_03,jump,OK,800,672
aug_train_03,milk,OK,800,672
aug_train_03,pen,OK,800,672
aug_train_03,red,OK,800,672
aug_train_04,bat,OK,800,672
aug_train_04,cup,OK,800,672
aug_train_04,drop,OK,800,672
aug_train_04,eat,OK,800,672
aug_train_04,fish,OK,800,672
aug_train_04,hot,OK,800,672
aug_train_04,jump,OK,800,672
aug_train_04,milk,OK,800,672
aug_train_04,pen,OK,800,672
aug_train_04,red,OK,800,672
aug_train_05,bat,OK,800,672
aug_train_05,cup,OK,800,672
aug_train_05,drop,OK,800,672
aug_train_05,eat,OK,800,672
aug_train_05,fish,OK,800,672
aug_train_05,hot,OK,800,672
aug_train_05,jump,OK,800,672
aug_train_05,milk,OK,800,672
aug_train_05,pen,OK,800,672
aug_train_05,red,OK,800,672
aug_train_06,bat,OK,800,672
aug_train_06,cup,OK,800,672
aug_train_06,drop,OK,800,672
aug_train_06,eat,OK,800,672
aug_train_06,fish,OK,800,672
aug_train_06,hot,OK,800,672
aug_train_06,jump,OK,800,672
aug_train_06,milk,OK,800,672
aug_train_06,pen,OK,800,672
aug_train_06,red,OK,800,672
aug_train_07,bat,OK,800,672
aug_train_07,cup,OK,800,672
aug_train_07,drop,OK,800,672
aug_train_07,eat,OK,800,672
aug_train_07,fish,OK,800,672
aug_train_07,hot,OK,800,672
aug_train_07,jump,OK,800,672
aug_train_07,milk,OK,800,672
aug_train_07,pen,OK,800,672
aug_train_07,red,OK,800,672
aug_train_08,bat,OK,800,672
aug_train_08,cup,OK,800,672
aug_train_08,drop,OK,800,672
aug_train_08,eat,OK,800,672
aug_train_08,fish,OK,800,672
aug_train_08,hot,OK,800,672
aug_train_08,jump,OK,800,672
aug_train_08,milk,OK,800,672
aug_train_08,pen,OK,800,672
aug_train_08,red,OK,800,672
aug_train_09,bat,OK,800,672
aug_train_09,cup,OK,800,672
aug_train_09,drop,OK,800,672
aug_train_09,eat,OK,800,672
aug_train_09,fish,OK,800,672
aug_train_09,hot,OK,800,672
aug_train_09,jump,OK,800,672
aug_train_09,milk,OK,800,672
aug_train_09,pen,OK,800,672
aug_train_09,red,OK,800,672
aug_train_10,bat,OK,800,672
aug_train_10,cup,OK,800,672
aug_train_10,drop,OK,800,672
aug_train_10,eat,OK,800,672
aug_train_10,fish,OK,800,672
aug_train_10,hot,OK,800,672
aug_train_10,jump,OK,800,672
aug_train_10,milk,OK,800,672
aug_train_10,pen,OK,800,672
aug_train_10,red,OK,800,672
aug_train_11,bat,OK,800,672
aug_train_11,cup,OK,800,672
aug_train_11,drop,OK,800,672
aug_train_11,eat,OK,800,672
aug_train_11,fish,OK,800,672
aug_train_11,hot,OK,800,672
aug_train_11,jump,OK,800,672
aug_train_11,milk,OK,800,672
aug_train_11,pen,OK,800,672
aug_train_11,red,OK,800,672
aug_train_12,bat,OK,800,672
aug_train_12,cup,OK,800,672
aug_train_12,drop,OK,800,672
aug_train_12,eat,OK,800,672
aug_train_12,fish,OK,800,672
aug_train_12,hot,OK,800,672
aug_train_12,jump,OK,800,672
aug_train_12,milk,OK,800,672
aug_train_12,pen,OK,800,672
aug_train_12,red,OK,800,672
aug_train_13,bat,OK,800,672
aug_train_13,cup,OK,800,672
aug_train_13,drop,OK,800,672
aug_train_13,eat,OK,800,672
aug_train_13,fish,OK,800,672
aug_train_13,hot,OK,800,672
aug_train_13,jump,OK,800,672
aug_train_13,milk,OK,800,672
aug_train_13,pen,OK,800,672
aug_train_13,red,OK,800,672
aug_train_14,bat,OK,800,672
aug_train_14,cup,OK,800,672
aug_train_14,drop,OK,800,672
aug_train_14,eat,OK,800,672
aug_train_14,fish,OK,800,672
aug_train_14,hot,OK,800,672
aug_train_14,jump,OK,800,672
aug_train_14,milk,OK,800,672
aug_train_14,pen,OK,800,672
aug_train_14,red,OK,800,672
aug_train_15,bat,OK,800,672
aug_train_15,cup,OK,800,672
aug_train_15,drop,OK,800,672
aug_train_15,eat,OK,800,672
aug_train_15,fish,OK,800,672
aug_train_15,hot,OK,800,672
aug_train_15,jump,OK,800,672
aug_train_15,milk,OK,800,672
aug_train_15,pen,OK,800,672
aug_train_15,red,OK,800,672
aug_train_16,bat,OK,800,672
aug_train_16,cup,OK,800,672
aug_train_16,drop,OK,800,672
aug_train_16,eat,OK,800,672
aug_train_16,fish,OK,800,672
aug_train_16,hot,OK,800,672
aug_train_16,jump,OK,800,672
aug_train_16,milk,OK,800,672
aug_train_16,pen,OK,800,672
aug_train_16,red,OK,800,672
aug_train_17,bat,OK,800,672
aug_train_17,cup,OK,800,672
aug_train_17,drop,OK,800,672
aug_train_17,eat,OK,800,672
aug_train_17,fish,OK,800,672
aug_train_17,hot,OK,800,672
aug_train_17,jump,OK,800,672
aug_train_17,milk,OK,800,672
aug_train_17,pen,OK,800,672
aug_train_17,red,OK,800,672
aug_train_18,bat,OK,800,672
aug_train_18,cup,OK,800,672
aug_train_18,drop,OK,800,672
aug_train_18,eat,OK,800,672
aug_train_18,fish,OK,800,672
aug_train_18,hot,OK,800,672
aug_train_18,jump,OK,800,672
aug_train_18,milk,OK,800,672
aug_train_18,pen,OK,800,672
aug_train_18,red,OK,800,672
aug_train_19,bat,OK,800,672
aug_train_19,cup,OK,800,672
aug_train_19,drop,OK,800,672
aug_train_19,eat,OK,800,672
aug_train_19,fish,OK,800,672
aug_train_19,hot,OK,800,672
aug_train_19,jump,OK,800,672
aug_train_19,milk,OK,800,672
aug_train_19,pen,OK,800,672
aug_train_19,red,OK,800,672
aug_train_20,bat,OK,800,672
aug_train_20,cup,OK,800,672
aug_train_20,drop,OK,800,672
aug_train_20,eat,OK,800,672
aug_train_20,fish,OK,800,672
aug_train_20,hot,OK,800,672
aug_train_20,jump,OK,800,672
aug_train_20,milk,OK,800,672
aug_train_20,pen,OK,800,672
aug_train_20,red,OK,800,672
aug_train_21,bat,OK,800,672
aug_train_21,cup,OK,800,672
aug_train_21,drop,OK,800,672
aug_train_21,eat,OK,800,672
aug_train_21,fish,OK,800,672
aug_train_21,hot,OK,800,672
aug_train_21,jump,OK,800,672
aug_train_21,milk,OK,800,672
aug_train_21,pen,OK,800,672
aug_train_21,red,OK,800,672
aug_train_22,bat,OK,800,672
aug_train_22,cup,OK,800,672
aug_train_22,drop,OK,800,672
aug_train_22,eat,OK,800,672
aug_train_22,fish,OK,800,672
aug_train_22,hot,OK,800,672
aug_train_22,jump,OK,800,672
aug_train_22,milk,OK,800,672
aug_train_22,pen,OK,800,672
aug_train_22,red,OK,800,672
aug_train_23,bat,OK,800,672
aug_train_23,cup,OK,800,672
aug_train_23,drop,OK,800,672
aug_train_23,eat,OK,800,672
aug_train_23,fish,OK,800,672
aug_train_23,hot,OK,800,672
aug_train_23,jump,OK,800,672
aug_train_23,milk,OK,800,672
aug_train_23,pen,OK,800,672
aug_train_23,red,OK,800,672
aug_train_24,bat,OK,800,672
aug_train_24,cup,OK,800,672
aug_train_24,drop,OK,800,672
aug_train_24,eat,OK,800,672
aug_train_24,fish,OK,800,672
aug_train_24,hot,OK,800,672
aug_train_24,jump,OK,800,672
aug_train_24,milk,OK,800,672
aug_train_24,pen,OK,800,672
aug_train_24,red,OK,800,672
aug_train_25,bat,OK,800,672
aug_train_25,cup,OK,800,672
aug_train_25,drop,OK,800,672
aug_train_25,eat,OK,800,672
aug_train_25,fish,OK,800,672
aug_train_25,hot,OK,800,672
aug_train_25,jump,OK,800,672
aug_train_25,milk,OK,800,672
aug_train_25,pen,OK,800,672
aug_train_25,red,OK,800,672
aug_train_26,bat,OK,800,672
aug_train_26,cup,OK,800,672
aug_train_26,drop,OK,800,672
aug_train_26,eat,OK,800,672
aug_train_26,fish,OK,800,672
aug_train_26,hot,OK,800,672
aug_train_26,jump,OK,800,672
aug_train_26,milk,OK,800,672
aug_train_26,pen,OK,800,672
aug_train_26,red,OK,800,672
aug_train_27,bat,OK,800,672
aug_train_27,cup,OK,800,672
aug_train_27,drop,OK,800,672
aug_train_27,eat,OK,800,672
aug_train_27,fish,OK,800,672
aug_train_27,hot,OK,800,672
aug_train_27,jump,OK,800,672
aug_train_27,milk,OK,800,672
aug_train_27,pen,OK,800,672
aug_train_27,red,OK,800,672
aug_train_28,bat,OK,800,672
aug_train_28,cup,OK,800,672
aug_train_28,drop,OK,800,672
aug_train_28,eat,OK,800,672
aug_train_28,fish,OK,800,672
aug_train_28,hot,OK,800,672
aug_train_28,jump,OK,800,672
aug_train_28,milk,OK,800,672
aug_train_28,pen,OK,800,672
aug_train_28,red,OK,800,672
aug_train_29,bat,OK,800,672
aug_train_29,cup,OK,800,672
aug_train_29,drop,OK,800,672
aug_train_29,eat,OK,800,672
aug_train_29,fish,OK,800,672
aug_train_29,hot,OK,800,672
aug_train_29,jump,OK,800,672
aug_train_29,milk,OK,800,672
aug_train_29,pen,OK,800,672
aug_train_29,red,OK,800,672
aug_train_30,bat,OK,800,672
aug_train_30,cup,OK,800,672
aug_train_30,drop,OK,800,672
aug_train_30,eat,OK,800,672
aug_train_30,fish,OK,800,672
aug_train_30,hot,OK,800,672
aug_train_30,jump,OK,800,672
aug_train_30,milk,OK,800,672
aug_train_30,pen,OK,800,672
aug_train_30,red,OK,800,672
aug_train_31,bat,OK,800,672
aug_train_31,cup,OK,800,672
aug_train_31,drop,OK,800,672
aug_train_31,eat,OK,800,672
aug_train_31,fish,OK,800,672
aug_train_31,hot,OK,800,672
aug_train_31,jump,OK,800,672
aug_train_31,milk,OK,800,672
aug_train_31,pen,OK,800,672
aug_train_31,red,OK,800,672
aug_train_32,bat,OK,800,672
aug_train_32,cup,OK,800,672
aug_train_32,drop,OK,800,672
aug_train_32,eat,OK,800,672
aug_train_32,fish,OK,800,672
aug_train_32,hot,OK,800,672
aug_train_32,jump,OK,800,672
aug_train_32,milk,OK,800,672
aug_train_32,pen,OK,800,672
aug_train_32,red,OK,800,672
aug_train_33,bat,OK,800,672
aug_train_33,cup,OK,800,672
aug_train_33,drop,OK,800,672
aug_train_33,eat,OK,800,672
aug_train_33,fish,OK,800,672
aug_train_33,hot,OK,800,672
aug_train_33,jump,OK,800,672
aug_train_33,milk,OK,800,672
aug_train_33,pen,OK,800,672
aug_train_33,red,OK,800,672
aug_train_34,bat,OK,800,672
aug_train_34,cup,OK,800,672
aug_train_34,drop,OK,800,672
aug_train_34,eat,OK,800,672
aug_train_34,fish,OK,800,672
aug_train_34,hot,OK,800,672
aug_train_34,jump,OK,800,672
aug_train_34,milk,OK,800,672
aug_train_34,pen,OK,800,672
aug_train_34,red,OK,800,672
aug_train_35,bat,OK,800,672
aug_train_35,cup,OK,800,672
aug_train_35,drop,OK,800,672
aug_train_35,eat,OK,800,672
aug_train_35,fish,OK,800,672
aug_train_35,hot,OK,800,672
aug_train_35,jump,OK,800,672
aug_train_35,milk,OK,800,672
aug_train_35,pen,OK,800,672
aug_train_35,red,OK,800,672
aug_train_36,bat,OK,800,672
aug_train_36,cup,OK,800,672
aug_train_36,drop,OK,800,672
aug_train_36,eat,OK,800,672
aug_train_36,fish,OK,800,672
aug_train_36,hot,OK,800,672
aug_train_36,jump,OK,800,672
aug_train_36,milk,OK,800,672
aug_train_36,pen,OK,800,672
aug_train_36,red,OK,800,672
aug_train_37,bat,OK,800,672
aug_train_37,cup,OK,800,672
aug_train_37,drop,OK,800,672
aug_train_37,eat,OK,800,672
aug_train_37,fish,OK,800,672
aug_train_37,hot,OK,800,672
aug_train_37,jump,OK,800,672
aug_train_37,milk,OK,800,672
aug_train_37,pen,OK,800,672
aug_train_37,red,OK,800,672
aug_train_38,bat,OK,800,672
aug_train_38,cup,OK,800,672
aug_train_38,drop,OK,800,672
aug_train_38,eat,OK,800,672
aug_train_38,fish,OK,800,672
aug_train_38,hot,OK,800,672
aug_train_38,jump,OK,800,672
aug_train_38,milk,OK,800,672
aug_train_38,pen,OK,800,672
aug_train_38,red,OK,800,672
aug_train_39,bat,OK,800,672
aug_train_39,cup,OK,800,672
aug_train_39,drop,OK,800,672
aug_train_39,eat,OK,800,672
aug_train_39,fish,OK,800,672
aug_train_39,hot,OK,800,672
aug_train_39,jump,OK,800,672
aug_train_39,milk,OK,800,672
aug_train_39,pen,OK,800,672
aug_train_39,red,OK,800,672
aug_train_40,bat,OK,800,672
aug_train_40,cup,OK,800,672
aug_train_40,drop,OK,800,672
aug_train_40,eat,OK,800,672
aug_train_40,fish,OK,800,672
aug_train_40,hot,OK,800,672
aug_train_40,jump,OK,800,672
aug_train_40,milk,OK,800,672
aug_train_40,pen,OK,800,672
aug_train_40,red,OK,800,672
aug_train_41,bat,OK,800,672
aug_train_41,cup,OK,800,672
aug_train_41,drop,OK,800,672
aug_train_41,eat,OK,800,672
aug_train_41,fish,OK,800,672
aug_train_41,hot,OK,800,672
aug_train_41,jump,OK,800,672
aug_train_41,milk,OK,800,672
aug_train_41,pen,OK,800,672
aug_train_41,red,OK,800,672
aug_train_42,bat,OK,800,672
aug_train_42,cup,OK,800,672
aug_train_42,drop,OK,800,672
aug_train_42,eat,OK,800,672
aug_train_42,fish,OK,800,672
aug_train_42,hot,OK,800,672
aug_train_42,jump,OK,800,672
aug_train_42,milk,OK,800,672
aug_train_42,pen,OK,800,672
aug_train_42,red,OK,800,672
aug_train_43,bat,OK,800,672
aug_train_43,cup,OK,800,672
aug_train_43,drop,OK,800,672
aug_train_43,eat,OK,800,672
aug_train_43,fish,OK,800,672
aug_train_43,hot,OK,800,672
aug_train_43,jump,OK,800,672
aug_train_43,milk,OK,800,672
aug_train_43,pen,OK,800,672
aug_train_43,red,OK,800,672
aug_train_44,bat,OK,800,672
aug_train_44,cup,OK,800,672
aug_train_44,drop,OK,800,672
aug_train_44,eat,OK,800,672
aug_train_44,fish,OK,800,672
aug_train_44,hot,OK,800,672
aug_train_44,jump,OK,800,672
aug_train_44,milk,OK,800,672
aug_train_44,pen,OK,800,672
aug_train_44,red,OK,800,672
aug_train_45,bat,OK,800,672
aug_train_45,cup,OK,800,672
aug_train_45,drop,OK,800,672
aug_train_45,eat,OK,800,672
aug_train_45,fish,OK,800,672
aug_train_45,hot,OK,800,672
aug_train_45,jump,OK,800,672
aug_train_45,milk,OK,800,672
aug_train_45,pen,OK,800,672
aug_train_45,red,OK,800,672
aug_train_46,bat,OK,800,672
aug_train_46,cup,OK,800,672
aug_train_46,drop,OK,800,672
aug_train_46,eat,OK,800,672
aug_train_46,fish,OK,800,672
aug_train_46,hot,OK,800,672
aug_train_46,jump,OK,800,672
aug_train_46,milk,OK,800,672
aug_train_46,pen,OK,800,672
aug_train_46,red,OK,800,672
aug_train_47,bat,OK,800,672
aug_train_47,cup,OK,800,672
aug_train_47,drop,OK,800,672
aug_train_47,eat,OK,800,672
aug_train_47,fish,OK,800,672
aug_train_47,hot,OK,800,672
aug_train_47,jump,OK,800,672
aug_train_47,milk,OK,800,672
aug_train_47,pen,OK,800,672
aug_train_47,red,OK,800,672
aug_train_48,bat,OK,800,672
aug_train_48,cup,OK,800,672
aug_train_48,drop,OK,800,672
aug_train_48,eat,OK,800,672
aug_train_48,fish,OK,800,672
aug_train_48,hot,OK,800,672
aug_train_48,jump,OK,800,672
aug_train_48,milk,OK,800,672
aug_train_48,pen,OK,800,672
aug_train_48,red,OK,800,672
aug_validation_01,bat,OK,800,672
aug_validation_01,cup,OK,800,672
aug_validation_01,drop,OK,800,672
aug_validation_01,eat,OK,800,672
aug_validation_01,fish,OK,800,672
aug_validation_01,hot,OK,800,672
aug_validation_01,jump,OK,800,672
aug_validation_01,milk,OK,800,672
aug_validation_01,pen,OK,800,672
aug_validation_01,red,OK,800,672
aug_validation_02,bat,OK,800,672
aug_validation_02,cup,OK,800,672
aug_validation_02,drop,OK,800,672
aug_validation_02,eat,OK,800,672
aug_validation_02,fish,OK,800,672
aug_validation_02,hot,OK,800,672
aug_validation_02,jump,OK,800,672
aug_validation_02,milk,OK,800,672
aug_validation_02,pen,OK,800,672
aug_validation_02,red,OK,800,672
aug_validation_03,bat,OK,800,672
aug_validation_03,cup,OK,800,672
aug_validation_03,drop,OK,800,672
aug_validation_03,eat,OK,800,672
aug_validation_03,fish,OK,800,672
aug_validation_03,hot,OK,800,672
aug_validation_03,jump,OK,800,672
aug_validation_03,milk,OK,800,672
aug_validation_03,pen,OK,800,672
aug_validation_03,red,OK,800,672
aug_validation_04,bat,OK,800,672
aug_validation_04,cup,OK,800,672
aug_validation_04,drop,OK,800,672
aug_validation_04,eat,OK,800,672
aug_validation_04,fish,OK,800,672
aug_validation_04,hot,OK,800,672
aug_validation_04,jump,OK,800,672
aug_validation_04,milk,OK,800,672
aug_validation_04,pen,OK,800,672
aug_validation_04,red,OK,800,672
aug_validation_05,bat,OK,800,672
aug_validation_05,cup,OK,800,672
aug_validation_05,drop,OK,800,672
aug_validation_05,eat,OK,800,672
aug_validation_05,fish,OK,800,672
aug_validation_05,hot,OK,800,672
aug_validation_05,jump,OK,800,672
aug_validation_05,milk,OK,800,672
aug_validation_05,pen,OK,800,672
aug_validation_05,red,OK,800,672
aug_validation_06,bat,OK,800,672
aug_validation_06,cup,OK,800,672
aug_validation_06,drop,OK,800,672
aug_validation_06,eat,OK,800,672
aug_validation_06,fish,OK,800,672
aug_validation_06,hot,OK,800,672
aug_validation_06,jump,OK,800,672
aug_validation_06,milk,OK,800,672
aug_validation_06,pen,OK,800,672
aug_validation_06,red,OK,800,672
aug_validation_07,bat,OK,800,672
aug_validation_07,cup,OK,800,672
aug_validation_07,drop,OK,800,672
aug_validation_07,eat,OK,800,672
aug_validation_07,fish,OK,800,672
aug_validation_07,hot,OK,800,672
aug_validation_07,jump,OK,800,672
aug_validation_07,milk,OK,800,672
aug_validation_07,pen,OK,800,672
aug_validation_07,red,OK,800,672
aug_validation_08,bat,OK,800,672
aug_validation_08,cup,OK,800,672
aug_validation_08,drop,OK,800,672
aug_validation_08,eat,OK,800,672
aug_validation_08,fish,OK,800,672
aug_validation_08,hot,OK,800,672
aug_validation_08,jump,OK,800,672
aug_validation_08,milk,OK,800,672
aug_validation_08,pen,OK,800,672
aug_validation_08,red,OK,800,672
aug_validation_09,bat,OK,800,672
aug_validation_09,cup,OK,800,672
aug_validation_09,drop,OK,800,672
aug_validation_09,eat,OK,800,672
aug_validation_09,fish,OK,800,672
aug_validation_09,hot,OK,800,672
aug_validation_09,jump,OK,800,672
aug_validation_09,milk,OK,800,672
aug_validation_09,pen,OK,800,672
aug_validation_09,red,OK,800,672
aug_validation_10,bat,OK,800,672
aug_validation_10,cup,OK,800,672
aug_validation_10,drop,OK,800,672
aug_validation_10,eat,OK,800,672
aug_validation_10,fish,OK,800,672
aug_validation_10,hot,OK,800,672
aug_validation_10,jump,OK,800,672
aug_validation_10,milk,OK,800,672
aug_validation_10,pen,OK,800,672
aug_validation_10,red,OK,800,672
aug_validation_11,bat,OK,800,672
aug_validation_11,cup,OK,800,672
aug_validation_11,drop,OK,800,672
aug_validation_11,eat,OK,800,672
aug_validation_11,fish,OK,800,672
aug_validation_11,hot,OK,800,672
aug_validation_11,jump,OK,800,672
aug_validation_11,milk,OK,800,672
aug_validation_11,pen,OK,800,672
aug_validation_11,red,OK,800,672
set_01,bat,OK,800,672
set_01,cup,OK,800,672
set_01,drop,OK,800,672
set_01,eat,OK,800,672
set_01,fish,OK,800,672
set_01,hot,OK,800,672
set_01,jump,OK,800,672
set_01,milk,OK,800,672
set_01,pen,OK,800,672
set_01,red,OK,800,672
set_02,bat,OK,800,672
set_02,cup,OK,800,672
set_02,drop,OK,800,672
set_02,eat,OK,800,672
set_02,fish,OK,800,672
set_02,hot,OK,800,672
set_02,jump,OK,800,672
set_02,milk,OK,800,672
set_02,pen,OK,800,672
set_02,red,OK,800,672
set_03,bat,OK,800,672
set_03,cup,OK,800,672
set_03,drop,OK,800,672
set_03,eat,OK,800,672
set_03,fish,OK,800,672
set_03,hot,OK,800,672
set_03,jump,OK,800,672
set_03,milk,OK,800,672
set_03,pen,OK,800,672
set_03,red,OK,800,672
set_04,bat,OK,800,672
set_04,cup,OK,800,672
set_04,drop,OK,800,672
set_04,eat,OK,800,672
set_04,fish,OK,800,672
set_04,hot,OK,800,672
set_04,jump,OK,800,672
set_04,milk,OK,800,672
set_04,pen,OK,800,672
set_04,red,OK,800,672
set_05,bat,OK,800,672
set_05,cup,OK,800,672
set_05,drop,OK,800,672
set_05,eat,OK,800,672
set_05,fish,OK,800,672
set_05,hot,OK,800,672
set_05,jump,OK,800,672
set_05,milk,OK,800,672
set_05,pen,OK,800,672
set_05,red,OK,800,672
set_06,bat,OK,800,672
set_06,cup,OK,800,672
set_06,drop,OK,800,672
set_06,eat,OK,800,672
set_06,fish,OK,800,672
set_06,hot,OK,800,672
set_06,jump,OK,800,672
set_06,milk,OK,800,672
set_06,pen,OK,800,672
set_06,red,OK,800,672
set_07,bat,OK,800,672
set_07,cup,OK,800,672
set_07,drop,OK,800,672
set_07,eat,OK,800,672
set_07,fish,OK,800,672
set_07,hot,OK,800,672
set_07,jump,OK,800,672
set_07,milk,OK,800,672
set_07,pen,OK,800,672
set_07,red,OK,800,672
set_08,bat,OK,800,672
set_08,cup,OK,800,672
set_08,drop,OK,800,672
set_08,eat,OK,800,672
set_08,fish,OK,800,672
set_08,hot,OK,800,672
set_08,jump,OK,800,672
set_08,milk,OK,800,672
set_08,pen,OK,800,672
set_08,red,OK,800,672
set_09,bat,OK,800,672
set_09,cup,OK,800,672
set_09,drop,OK,800,672
set_09,eat,OK,800,672
set_09,fish,OK,800,672
set_09,hot,OK,800,672
set_09,jump,OK,800,672
set_09,milk,OK,800,672
set_09,pen,OK,800,672
set_09,red,OK,800,672
set_10,bat,OK,800,672
set_10,cup,OK,800,672
set_10,drop,OK,800,672
set_10,eat,OK,800,672
set_10,fish,OK,800,672
set_10,hot,OK,800,672
set_10,jump,OK,800,672
set_10,milk,OK,800,672
set_10,pen,OK,800,672
set_10,red,OK,800,672
set_11,bat,OK,800,672
set_11,cup,OK,800,672
set_11,drop,OK,800,672
set_11,eat,OK,800,672
set_11,fish,OK,800,672
set_11,hot,OK,800,672
set_11,jump,OK,800,672
set_11,milk,OK,800,672
set_11,pen,OK,800,672
set_11,red,OK,800,672
set_12,bat,OK,800,672
set_12,cup,OK,800,672
set_12,drop,OK,800,672
set_12,eat,OK,800,672
set_12,fish,OK,800,672
set_12,hot,OK,800,672
set_12,jump,OK,800,672
set_12,milk,OK,800,672
set_12,pen,OK,800,672
set_12,red,OK,800,672
set_13,bat,OK,800,672
set_13,cup,OK,800,672
set_13,drop,OK,800,672
set_13,eat,OK,800,672
set_13,fish,OK,800,672
set_13,hot,OK,800,672
set_13,jump,OK,800,672
set_13,milk,OK,800,672
set_13,pen,OK,800,672
set_13,red,OK,800,672
set_14,bat,OK,800,672
set_14,cup,OK,800,672
set_14,drop,OK,800,672
set_14,eat,OK,800,672
set_14,fish,OK,800,672
set_14,hot,OK,800,672
set_14,jump,OK,800,672
set_14,milk,OK,800,672
set_14,pen,OK,800,672
set_14,red,OK,800,672
set_15,bat,OK,800,672
set_15,cup,OK,800,672
set_15,drop,OK,800,672
set_15,eat,OK,800,672
set_15,fish,OK,800,672
set_15,hot,OK,800,672
