split,aug_index,aug_set_name,source_set,source_name,source_angle,aug_type
train,67,aug_train_67,6,set_06,right,RGBShift
train,68,aug_train_68,21,set_21,normal,Translate
train,69,aug_train_69,28,set_28,left,Sharpen
train,70,aug_train_70,1,set_01,unknown,Brightness
train,71,aug_train_71,35,set_35,down,TemporalShift
train,72,aug_train_72,56,set_56,normal,Contrast
train,73,aug_train_73,52,set_52,up,GaussNoise
train,74,aug_train_74,52,set_52,up,Scale
train,75,aug_train_75,55,set_55,down,OpticalDistortion
train,76,aug_train_76,49,set_49,right,Rotate
train,77,aug_train_77,39,set_39,right,Scale
train,78,aug_train_78,4,set_04,up,GaussianBlur
train,79,aug_train_79,48,set_48,left,Translate
train,80,aug_train_80,2,set_02,unknown,Brightness
train,81,aug_train_81,55,set_55,down,GaussianBlur
train,82,aug_train_82,46,set_46,normal,TemporalShift
train,83,aug_train_83,28,set_28,left,Translate
train,84,aug_train_84,58,set_58,left,Contrast
train,85,aug_train_85,20,set_20,right,Scale
train,86,aug_train_86,8,set_08,up,GaussNoise
train,87,aug_train_87,24,set_24,right,Contrast
train,88,aug_train_88,40,set_40,down,TemporalShift
train,89,aug_train_89,31,set_31,normal,TemporalShift
train,90,aug_train_90,21,set_21,normal,GaussNoise
train,91,aug_train_91,59,set_59,right,Brightness
train,92,aug_train_92,6,set_06,right,Downsample
train,93,aug_train_93,7,set_07,normal,TemporalShift
train,94,aug_train_94,37,set_37,up,GaussianBlur
train,95,aug_train_95,7,set_07,normal,HorizontalFlip
train,96,aug_train_96,29,set_29,right,Rotate
train,97,aug_train_97,47,set_47,up,ProcessCroppedImage
train,98,aug_train_98,20,set_20,right,TemporalShift
train,99,aug_train_99,25,set_25,down,ProcessCroppedImage
train,100,aug_train_100,5,set_05,left,Perspective
train,101,aug_train_101,14,set_14,left,RGBShift
train,102,aug_train_102,42,set_42,up,RGBShift
train,103,aug_train_103,16,set_16,unknown,Rotate
train,104,aug_train_104,13,set_13,up,Scale
train,105,aug_train_105,4,set_04,up,Translate
train,106,aug_train_106,25,set_25,down,Brightness
train,107,aug_train_107,2,set_02,unknown,Downsample
train,108,aug_train_108,43,set_43,left,Translate
train,109,aug_train_109,16,set_16,unknown,Sharpen
train,110,aug_train_110,13,set_13,up,Rotate
train,111,aug_train_111,29,set_29,right,Scale
train,112,aug_train_112,56,set_56,normal,ProcessCroppedImage
train,113,aug_train_113,28,set_28,left,OpticalDistortion
train,114,aug_train_114,52,set_52,up,OpticalDistortion
train,115,aug_train_115,12,set_12,normal,Sharpen
train,116,aug_train_116,45,set_45,down,Equalize
train,117,aug_train_117,16,set_16,unknown,Equalize
train,118,aug_train_118,32,set_32,up,Rotate
train,119,aug_train_119,40,set_40,down,Perspective
train,120,aug_train_120,4,set_04,up,RGBShift
train,121,aug_train_121,35,set_35,down,GaussianBlur
train,122,aug_train_122,17,set_17,normal,Equalize
train,123,aug_train_123,16,set_16,unknown,Perspective
train,124,aug_train_124,21,set_21,normal,RGBShift
train,125,aug_train_125,3,set_03,normal,Brightness
train,126,aug_train_126,13,set_13,up,Contrast
train,127,aug_train_127,54,set_54,right,Sharpen
train,128,aug_train_128,59,set_59,right,GaussNoise
train,129,aug_train_129,19,set_19,left,Rotate
train,130,aug_train_130,33,set_33,left,TemporalShift
train,131,aug_train_131,55,set_55,down,HorizontalFlip
train,132,aug_train_132,42,set_42,up,GaussianBlur
train,133,aug_train_133,48,set_48,left,OpticalDistortion
train,134,aug_train_134,3,set_03,normal,TemporalShift
train,135,aug_train_135,47,set_47,up,Perspective
train,136,aug_train_136,14,set_14,left,Downsample
train,137,aug_train_137,38,set_38,left,Rotate
train,138,aug_train_138,22,set_22,up,Downsample
train,139,aug_train_139,33,set_33,left,Translate
train,140,aug_train_140,8,set_08,up,Downsample
train,141,aug_train_141,37,set_37,up,GaussNoise
train,142,aug_train_142,56,set_56,normal,Scale
train,143,aug_train_143,38,set_38,left,Downsample
train,144,aug_train_144,2,set_02,unknown,Sharpen
validation,1,aug_validation_01,9,set_09,left,Downsample
validation,2,aug_validation_02,11,set_11,unknown,OpticalDistortion
validation,3,aug_validation_03,15,set_15,right,Translate
validation,4,aug_validation_04,27,set_27,up,GaussianBlur
validation,5,aug_validation_05,36,set_36,normal,Scale
validation,6,aug_validation_06,44,set_44,right,Perspective
validation,7,aug_validation_07,50,set_50,down,GaussNoise
validation,8,aug_validation_08,53,set_53,left,RGBShift
validation,9,aug_validation_09,57,set_57,up,Sharpen
validation,10,aug_validation_10,36,set_36,normal,ProcessCroppedImage
validation,11,aug_validation_11,9,set_09,left,Rotate
test,1,aug_test_01,10,set_10,right,Contrast
test,2,aug_test_02,18,set_18,up,GaussianBlur
test,3,aug_test_03,23,set_23,left,Rotate
test,4,aug_test_04,26,set_26,normal,GaussNoise
test,5,aug_test_05,30,set_30,down,Downsample
test,6,aug_test_06,34,set_34,right,Scale
test,7,aug_test_07,41,set_41,normal,OpticalDistortion
test,8,aug_test_08,51,set_51,normal,Perspective
test,9,aug_test_09,60,set_60,down,Translate
test,10,aug_test_10,30,set_30,down,Brightness
test,11,aug_test_11,23,set_23,left,RGBShift
