aug_set_name,source_set,aug_type,split,frames
aug_train_64,set_37,Downsample,train,600
aug_train_47,set_37,Translate,train,600
aug_train_57,set_32,Rotate,train,600
aug_train_53,set_54,OpticalDistortion,train,600
aug_train_67,set_40,Sharpen,train,600
aug_train_60,set_12,HorizontalFlip,train,600
aug_train_59,set_54,HorizontalFlip,train,600
aug_train_61,set_58,Contrast,train,600
aug_train_71,set_31,TemporalShift,train,600
aug_train_62,set_13,OpticalDistortion,train,600
aug_train_63,set_46,Equalize,train,600
aug_train_65,set_59,Contrast,train,600
aug_train_66,set_48,RGBShift,train,600
aug_train_77,set_24,Sharpen,train,600
aug_train_68,set_07,Contrast,train,600
aug_train_80,set_08,Downsample,train,600
aug_train_69,set_43,Rotate,train,600
aug_train_70,set_33,Equalize,train,600
aug_train_72,set_52,Scale,train,600
aug_train_73,set_03,GaussianBlur,train,600
aug_train_74,set_20,RGBShift,train,600
aug_train_75,set_33,Translate,train,600
aug_train_76,set_14,Perspective,train,600
aug_train_79,set_42,RGBShift,train,600
aug_train_81,set_14,OpticalDistortion,train,600
aug_train_83,set_24,Scale,train,600
aug_train_78,set_54,Brightness,train,600
aug_train_91,set_24,Downsample,train,600
aug_train_90,set_58,ProcessCroppedImage,train,600
aug_train_85,set_48,Scale,train,600
aug_train_88,set_49,Rotate,train,600
aug_train_86,set_33,Rotate,train,600
aug_train_97,set_14,Sharpen,train,600
aug_train_84,set_55,GaussianBlur,train,600
aug_train_82,set_20,Equalize,train,600
aug_train_96,set_06,ProcessCroppedImage,train,600
aug_train_87,set_01,Rotate,train,600
aug_train_92,set_19,Scale,train,600
aug_train_89,set_42,Perspective,train,600
aug_train_93,set_35,GaussNoise,train,600
aug_train_95,set_45,Translate,train,600
aug_train_94,set_33,Brightness,train,600
aug_train_98,set_46,Scale,train,600
aug_train_105,set_47,ProcessCroppedImage,train,600
aug_train_100,set_37,GaussNoise,train,600
aug_train_101,set_19,Equalize,train,600
aug_train_99,set_01,Perspective,train,600
aug_train_110,set_12,TemporalShift,train,600
aug_train_103,set_04,Perspective,train,600
aug_train_102,set_04,Scale,train,600
aug_train_115,set_17,TemporalShift,train,600
aug_train_106,set_28,Translate,train,600
aug_train_108,set_24,Translate,train,600
aug_train_104,set_38,Translate,train,600
aug_train_119,set_28,Downsample,train,600
aug_train_112,set_24,HorizontalFlip,train,600
aug_train_111,set_52,Equalize,train,600
aug_train_107,set_55,Brightness,train,600
aug_train_120,set_21,Downsample,train,600
aug_train_114,set_59,Translate,train,600
aug_train_113,set_39,Scale,train,600
aug_train_109,set_28,HorizontalFlip,train,600
aug_train_123,set_48,ProcessCroppedImage,train,600
aug_train_116,set_56,Contrast,train,600
aug_train_117,set_29,Translate,train,600
aug_train_130,set_31,ProcessCroppedImage,train,600
aug_train_118,set_35,Scale,train,600
aug_train_121,set_01,Translate,train,600
aug_train_122,set_58,HorizontalFlip,train,600
aug_train_125,set_40,RGBShift,train,600
aug_train_133,set_08,TemporalShift,train,600
aug_train_128,set_20,OpticalDistortion,train,600
aug_train_127,set_05,GaussNoise,train,600
aug_train_124,set_40,Scale,train,600
aug_train_126,set_02,Translate,train,600
aug_train_137,set_42,ProcessCroppedImage,train,600
aug_train_129,set_19,OpticalDistortion,train,600
aug_train_131,set_43,Brightness,train,600
aug_train_132,set_29,GaussianBlur,train,600
aug_train_143,set_08,ProcessCroppedImage,train,600
aug_train_135,set_19,GaussianBlur,train,600
aug_train_134,set_32,GaussNoise,train,600
aug_train_138,set_12,Perspective,train,600
aug_train_140,set_22,Rotate,train,600
aug_train_149,set_38,Downsample,train,600
aug_train_141,set_38,Scale,train,600
aug_train_148,set_29,ProcessCroppedImage,train,600
aug_train_139,set_04,GaussNoise,train,600
aug_train_136,set_16,HorizontalFlip,train,600
aug_train_142,set_19,RGBShift,train,600
aug_train_144,set_17,GaussianBlur,train,600
aug_train_146,set_42,Equalize,train,600
aug_train_157,set_38,Sharpen,train,600
aug_train_145,set_03,Perspective,train,600
aug_train_147,set_47,GaussNoise,train,600
aug_train_158,set_48,Sharpen,train,600
aug_train_159,set_03,TemporalShift,train,600
aug_train_160,set_39,Downsample,train,600
aug_train_150,set_31,Rotate,train,600
aug_train_152,set_45,GaussNoise,train,600
aug_train_151,set_14,Rotate,train,600
aug_train_153,set_49,RGBShift,train,600
aug_train_154,set_55,Equalize,train,600
aug_train_167,set_47,Downsample,train,600
aug_train_155,set_49,OpticalDistortion,train,600
aug_train_169,set_13,TemporalShift,train,600
aug_train_166,set_39,ProcessCroppedImage,train,600
aug_train_171,set_25,ProcessCroppedImage,train,600
aug_train_156,set_58,RGBShift,train,600
aug_train_162,set_52,Rotate,train,600
aug_train_161,set_32,OpticalDistortion,train,600
aug_train_175,set_28,TemporalShift,train,600
aug_train_165,set_08,Rotate,train,600
aug_train_163,set_13,RGBShift,train,600
aug_train_168,set_20,Perspective,train,600
aug_train_164,set_49,Equalize,train,600
aug_train_180,set_40,TemporalShift,train,600
aug_train_170,set_06,GaussNoise,train,600
aug_train_172,set_07,Rotate,train,600
aug_train_181,set_02,TemporalShift,train,600
aug_train_182,set_35,Downsample,train,600
aug_train_173,set_52,Translate,train,600
aug_train_176,set_21,GaussianBlur,train,600
aug_train_188,set_22,Downsample,train,600
aug_train_177,set_59,RGBShift,train,600
aug_train_174,set_32,RGBShift,train,600
aug_train_178,set_17,Scale,train,600
aug_train_179,set_38,GaussNoise,train,600
aug_train_192,set_55,Sharpen,train,600
aug_train_183,set_47,Rotate,train,600
aug_train_185,set_58,Equalize,train,600
aug_train_184,set_38,Perspective,train,600
aug_train_186,set_21,HorizontalFlip,train,600
aug_train_187,set_59,OpticalDistortion,train,600
aug_train_189,set_06,Scale,train,600
aug_train_191,set_01,Brightness,train,600
aug_train_190,set_45,Scale,train,600
aug_train_200,set_54,Sharpen,train,600
aug_train_193,set_48,HorizontalFlip,train,600
aug_train_194,set_21,Perspective,train,600
aug_train_196,set_43,Equalize,train,600
aug_train_195,set_25,GaussNoise,train,600
aug_train_197,set_43,HorizontalFlip,train,600
aug_train_199,set_59,Perspective,train,600
aug_train_198,set_16,Equalize,train,600
aug_train_208,set_02,Sharpen,train,600
aug_train_210,set_46,ProcessCroppedImage,train,600
aug_train_211,set_40,Downsample,train,600
aug_train_201,set_46,Contrast,train,600
aug_train_205,set_03,ProcessCroppedImage,train,600
aug_train_213,set_31,Sharpen,train,600
aug_train_203,set_13,Rotate,train,600
aug_train_202,set_29,Perspective,train,600
aug_train_204,set_35,GaussianBlur,train,600
aug_train_207,set_02,GaussianBlur,train,600
aug_train_209,set_35,Rotate,train,600
aug_train_212,set_35,OpticalDistortion,train,600
aug_train_206,set_21,Brightness,train,600
aug_train_216,set_13,HorizontalFlip,train,600
aug_train_215,set_33,OpticalDistortion,train,600
aug_train_217,set_35,Equalize,train,600
aug_train_218,set_32,Scale,train,600
aug_train_214,set_21,Equalize,train,600
aug_train_219,set_12,OpticalDistortion,train,600
aug_train_220,set_39,Rotate,train,600
aug_train_221,set_04,Translate,train,600
aug_train_222,set_47,GaussianBlur,train,600
aug_train_224,set_05,Brightness,train,600
aug_train_226,set_37,GaussianBlur,train,600
aug_train_223,set_55,HorizontalFlip,train,600
aug_train_225,set_13,GaussianBlur,train,600
aug_train_232,set_16,Downsample,train,600
aug_train_227,set_47,Contrast,train,600
aug_train_233,set_07,ProcessCroppedImage,train,600
aug_train_228,set_05,OpticalDistortion,train,600
aug_train_229,set_07,Brightness,train,600
aug_train_230,set_19,GaussNoise,train,600
aug_train_242,set_33,TemporalShift,train,600
aug_train_231,set_37,Scale,train,600
aug_train_236,set_49,Translate,train,600
aug_train_235,set_52,RGBShift,train,600
aug_train_234,set_22,RGBShift,train,600
aug_train_240,set_05,Rotate,train,600
aug_train_239,set_25,Contrast,train,600
aug_train_237,set_17,Brightness,train,600
aug_train_238,set_03,GaussNoise,train,600
aug_train_241,set_56,HorizontalFlip,train,600
aug_train_252,set_14,TemporalShift,train,600
aug_train_253,set_04,Downsample,train,600
aug_train_244,set_56,Equalize,train,600
aug_train_243,set_13,Brightness,train,600
aug_train_245,set_45,Contrast,train,600
aug_train_247,set_59,GaussianBlur,train,600
aug_train_246,set_45,RGBShift,train,600
aug_train_250,set_32,Equalize,train,600
aug_train_248,set_56,GaussNoise,train,600
aug_train_251,set_46,Brightness,train,600
aug_train_249,set_28,GaussNoise,train,600
aug_train_254,set_01,RGBShift,train,600
aug_train_264,set_52,TemporalShift,train,600
aug_train_255,set_20,Translate,train,600
aug_train_256,set_54,Translate,train,600
aug_train_258,set_06,Brightness,train,600
aug_train_257,set_12,Contrast,train,600
aug_train_259,set_25,Scale,train,600
aug_train_269,set_37,Sharpen,train,600
aug_train_260,set_52,HorizontalFlip,train,600
aug_train_261,set_07,HorizontalFlip,train,600
aug_train_262,set_04,RGBShift,train,600
aug_train_263,set_25,Brightness,train,600
aug_train_273,set_07,Downsample,train,600
aug_train_274,set_49,ProcessCroppedImage,train,600
aug_train_265,set_12,Brightness,train,600
aug_train_266,set_01,Contrast,train,600
aug_train_278,set_20,Sharpen,train,600
aug_train_267,set_22,HorizontalFlip,train,600
aug_train_270,set_05,Perspective,train,600
aug_train_268,set_55,GaussNoise,train,600
aug_train_271,set_39,GaussianBlur,train,600
aug_train_272,set_02,GaussNoise,train,600
aug_train_284,set_25,Sharpen,train,600
aug_train_275,set_08,GaussianBlur,train,600
aug_train_276,set_05,Equalize,train,600
aug_train_285,set_49,Sharpen,train,600
aug_train_277,set_42,Brightness,train,600
aug_train_279,set_39,Perspective,train,600
aug_train_281,set_07,Scale,train,600
aug_train_280,set_58,GaussNoise,train,600
aug_train_283,set_20,HorizontalFlip,train,600
aug_train_282,set_29,Rotate,train,600
aug_train_286,set_45,Equalize,train,600
aug_train_287,set_06,Translate,train,600
aug_train_288,set_33,Contrast,train,600
aug_validation_01,set_09,GaussNoise,validation,600
aug_validation_09,set_57,Sharpen,validation,600
aug_validation_02,set_11,GaussianBlur,validation,600
aug_validation_03,set_15,Equalize,validation,600
aug_validation_05,set_36,Perspective,validation,600
aug_validation_04,set_27,Translate,validation,600
aug_test_03,set_23,ProcessCroppedImage,test,600
aug_validation_06,set_44,Brightness,validation,600
aug_validation_07,set_50,RGBShift,validation,600
aug_validation_08,set_53,Rotate,validation,600
aug_validation_10,set_36,OpticalDistortion,validation,600
aug_validation_11,set_44,Scale,validation,600
aug_test_02,set_18,RGBShift,test,600
aug_test_01,set_10,Perspective,test,600
aug_test_05,set_30,HorizontalFlip,test,600
aug_test_04,set_26,Scale,test,600
aug_test_06,set_34,OpticalDistortion,test,600
aug_test_07,set_41,GaussNoise,test,600
aug_test_08,set_51,Equalize,test,600
aug_test_09,set_60,Rotate,test,600
aug_test_10,set_51,GaussianBlur,test,600
aug_test_11,set_10,Translate,test,600
