split,word,final_number,final_name,source_type,source_set,source_file
train,bat,104,104.png,aug,aug_train_147,aug_train_147_bat.png
train,bat,105,105.png,aug,aug_train_148,aug_train_148_bat.png
train,bat,106,106.png,aug,aug_train_149,aug_train_149_bat.png
train,bat,107,107.png,aug,aug_train_15,aug_train_15_bat.png
train,bat,108,108.png,aug,aug_train_150,aug_train_150_bat.png
train,bat,109,109.png,aug,aug_train_151,aug_train_151_bat.png
train,bat,110,110.png,aug,aug_train_152,aug_train_152_bat.png
train,bat,111,111.png,aug,aug_train_153,aug_train_153_bat.png
train,bat,112,112.png,aug,aug_train_154,aug_train_154_bat.png
train,bat,113,113.png,aug,aug_train_155,aug_train_155_bat.png
train,bat,114,114.png,aug,aug_train_156,aug_train_156_bat.png
train,bat,115,115.png,aug,aug_train_157,aug_train_157_bat.png
train,bat,116,116.png,aug,aug_train_158,aug_train_158_bat.png
train,bat,117,117.png,aug,aug_train_159,aug_train_159_bat.png
train,bat,118,118.png,aug,aug_train_16,aug_train_16_bat.png
train,bat,119,119.png,aug,aug_train_160,aug_train_160_bat.png
train,bat,120,120.png,aug,aug_train_161,aug_train_161_bat.png
train,bat,121,121.png,aug,aug_train_162,aug_train_162_bat.png
train,bat,122,122.png,aug,aug_train_163,aug_train_163_bat.png
train,bat,123,123.png,aug,aug_train_164,aug_train_164_bat.png
train,bat,124,124.png,aug,aug_train_165,aug_train_165_bat.png
train,bat,125,125.png,aug,aug_train_166,aug_train_166_bat.png
train,bat,126,126.png,aug,aug_train_167,aug_train_167_bat.png
train,bat,127,127.png,aug,aug_train_168,aug_train_168_bat.png
train,bat,128,128.png,aug,aug_train_169,aug_train_169_bat.png
train,bat,129,129.png,aug,aug_train_17,aug_train_17_bat.png
train,bat,130,130.png,aug,aug_train_170,aug_train_170_bat.png
train,bat,131,131.png,aug,aug_train_171,aug_train_171_bat.png
train,bat,132,132.png,aug,aug_train_172,aug_train_172_bat.png
train,bat,133,133.png,aug,aug_train_173,aug_train_173_bat.png
train,bat,134,134.png,aug,aug_train_174,aug_train_174_bat.png
train,bat,135,135.png,aug,aug_train_175,aug_train_175_bat.png
train,bat,136,136.png,aug,aug_train_176,aug_train_176_bat.png
train,bat,137,137.png,aug,aug_train_177,aug_train_177_bat.png
train,bat,138,138.png,aug,aug_train_178,aug_train_178_bat.png
train,bat,139,139.png,aug,aug_train_179,aug_train_179_bat.png
train,bat,140,140.png,aug,aug_train_18,aug_train_18_bat.png
train,bat,141,141.png,aug,aug_train_180,aug_train_180_bat.png
train,bat,142,142.png,aug,aug_train_181,aug_train_181_bat.png
train,bat,143,143.png,aug,aug_train_182,aug_train_182_bat.png
train,bat,144,144.png,aug,aug_train_183,aug_train_183_bat.png
train,bat,145,145.png,aug,aug_train_184,aug_train_184_bat.png
train,bat,146,146.png,aug,aug_train_185,aug_train_185_bat.png
train,bat,147,147.png,aug,aug_train_186,aug_train_186_bat.png
train,bat,148,148.png,aug,aug_train_187,aug_train_187_bat.png
train,bat,149,149.png,aug,aug_train_188,aug_train_188_bat.png
train,bat,150,150.png,aug,aug_train_189,aug_train_189_bat.png
train,bat,151,151.png,aug,aug_train_19,aug_train_19_bat.png
train,bat,152,152.png,aug,aug_train_190,aug_train_190_bat.png
train,bat,153,153.png,aug,aug_train_191,aug_train_191_bat.png
train,bat,154,154.png,aug,aug_train_192,aug_train_192_bat.png
train,bat,155,155.png,aug,aug_train_193,aug_train_193_bat.png
train,bat,156,156.png,aug,aug_train_194,aug_train_194_bat.png
train,bat,157,157.png,aug,aug_train_195,aug_train_195_bat.png
train,bat,158,158.png,aug,aug_train_196,aug_train_196_bat.png
train,bat,159,159.png,aug,aug_train_197,aug_train_197_bat.png
train,bat,160,160.png,aug,aug_train_198,aug_train_198_bat.png
train,bat,161,161.png,aug,aug_train_199,aug_train_199_bat.png
train,bat,162,162.png,aug,aug_train_20,aug_train_20_bat.png
train,bat,163,163.png,aug,aug_train_200,aug_train_200_bat.png
train,bat,164,164.png,aug,aug_train_201,aug_train_201_bat.png
train,bat,165,165.png,aug,aug_train_202,aug_train_202_bat.png
train,bat,166,166.png,aug,aug_train_203,aug_train_203_bat.png
train,bat,167,167.png,aug,aug_train_204,aug_train_204_bat.png
train,bat,168,168.png,aug,aug_train_205,aug_train_205_bat.png
train,bat,169,169.png,aug,aug_train_206,aug_train_206_bat.png
train,bat,170,170.png,aug,aug_train_207,aug_train_207_bat.png
train,bat,171,171.png,aug,aug_train_208,aug_train_208_bat.png
train,bat,172,172.png,aug,aug_train_209,aug_train_209_bat.png
train,bat,173,173.png,aug,aug_train_21,aug_train_21_bat.png
train,bat,174,174.png,aug,aug_train_210,aug_train_210_bat.png
train,bat,175,175.png,aug,aug_train_211,aug_train_211_bat.png
train,bat,176,176.png,aug,aug_train_212,aug_train_212_bat.png
train,bat,177,177.png,aug,aug_train_213,aug_train_213_bat.png
train,bat,178,178.png,aug,aug_train_214,aug_train_214_bat.png
train,bat,179,179.png,aug,aug_train_215,aug_train_215_bat.png
train,bat,180,180.png,aug,aug_train_216,aug_train_216_bat.png
train,bat,181,181.png,aug,aug_train_217,aug_train_217_bat.png
train,bat,182,182.png,aug,aug_train_218,aug_train_218_bat.png
train,bat,183,183.png,aug,aug_train_219,aug_train_219_bat.png
train,bat,184,184.png,aug,aug_train_22,aug_train_22_bat.png
train,bat,185,185.png,aug,aug_train_220,aug_train_220_bat.png
train,bat,186,186.png,aug,aug_train_221,aug_train_221_bat.png
train,bat,187,187.png,aug,aug_train_222,aug_train_222_bat.png
train,bat,188,188.png,aug,aug_train_223,aug_train_223_bat.png
train,bat,189,189.png,aug,aug_train_224,aug_train_224_bat.png
train,bat,190,190.png,aug,aug_train_225,aug_train_225_bat.png
train,bat,191,191.png,aug,aug_train_226,aug_train_226_bat.png
train,bat,192,192.png,aug,aug_train_227,aug_train_227_bat.png
train,bat,193,193.png,aug,aug_train_228,aug_train_228_bat.png
train,bat,194,194.png,aug,aug_train_229,aug_train_229_bat.png
train,bat,195,195.png,aug,aug_train_23,aug_train_23_bat.png
train,bat,196,196.png,aug,aug_train_230,aug_train_230_bat.png
train,bat,197,197.png,aug,aug_train_231,aug_train_231_bat.png
train,bat,198,198.png,aug,aug_train_232,aug_train_232_bat.png
train,bat,199,199.png,aug,aug_train_233,aug_train_233_bat.png
train,bat,200,200.png,aug,aug_train_234,aug_train_234_bat.png
train,bat,201,201.png,aug,aug_train_235,aug_train_235_bat.png
train,bat,202,202.png,aug,aug_train_236,aug_train_236_bat.png
train,bat,203,203.png,aug,aug_train_237,aug_train_237_bat.png
train,bat,204,204.png,aug,aug_train_238,aug_train_238_bat.png
train,bat,205,205.png,aug,aug_train_239,aug_train_239_bat.png
train,bat,206,206.png,aug,aug_train_24,aug_train_24_bat.png
train,bat,207,207.png,aug,aug_train_240,aug_train_240_bat.png
train,bat,208,208.png,aug,aug_train_241,aug_train_241_bat.png
train,bat,209,209.png,aug,aug_train_242,aug_train_242_bat.png
train,bat,210,210.png,aug,aug_train_243,aug_train_243_bat.png
train,bat,211,211.png,aug,aug_train_244,aug_train_244_bat.png
train,bat,212,212.png,aug,aug_train_245,aug_train_245_bat.png
train,bat,213,213.png,aug,aug_train_246,aug_train_246_bat.png
train,bat,214,214.png,aug,aug_train_247,aug_train_247_bat.png
train,bat,215,215.png,aug,aug_train_248,aug_train_248_bat.png
train,bat,216,216.png,aug,aug_train_249,aug_train_249_bat.png
train,bat,217,217.png,aug,aug_train_25,aug_train_25_bat.png
train,bat,218,218.png,aug,aug_train_250,aug_train_250_bat.png
train,bat,219,219.png,aug,aug_train_251,aug_train_251_bat.png
train,bat,220,220.png,aug,aug_train_252,aug_train_252_bat.png
train,bat,221,221.png,aug,aug_train_253,aug_train_253_bat.png
train,bat,222,222.png,aug,aug_train_254,aug_train_254_bat.png
train,bat,223,223.png,aug,aug_train_255,aug_train_255_bat.png
train,bat,224,224.png,aug,aug_train_256,aug_train_256_bat.png
train,bat,225,225.png,aug,aug_train_257,aug_train_257_bat.png
train,bat,226,226.png,aug,aug_train_258,aug_train_258_bat.png
train,bat,227,227.png,aug,aug_train_259,aug_train_259_bat.png
train,bat,228,228.png,aug,aug_train_26,aug_train_26_bat.png
train,bat,229,229.png,aug,aug_train_260,aug_train_260_bat.png
train,bat,230,230.png,aug,aug_train_261,aug_train_261_bat.png
train,bat,231,231.png,aug,aug_train_262,aug_train_262_bat.png
train,bat,232,232.png,aug,aug_train_263,aug_train_263_bat.png
train,bat,233,233.png,aug,aug_train_264,aug_train_264_bat.png
train,bat,234,234.png,aug,aug_train_265,aug_train_265_bat.png
train,bat,235,235.png,aug,aug_train_266,aug_train_266_bat.png
train,bat,236,236.png,aug,aug_train_267,aug_train_267_bat.png
train,bat,237,237.png,aug,aug_train_268,aug_train_268_bat.png
train,bat,238,238.png,aug,aug_train_269,aug_train_269_bat.png
train,bat,239,239.png,aug,aug_train_27,aug_train_27_bat.png
train,bat,240,240.png,aug,aug_train_270,aug_train_270_bat.png
train,bat,241,241.png,aug,aug_train_271,aug_train_271_bat.png
train,bat,242,242.png,aug,aug_train_272,aug_train_272_bat.png
train,bat,243,243.png,aug,aug_train_273,aug_train_273_bat.png
train,bat,244,244.png,aug,aug_train_274,aug_train_274_bat.png
train,bat,245,245.png,aug,aug_train_275,aug_train_275_bat.png
train,bat,246,246.png,aug,aug_train_276,aug_train_276_bat.png
train,bat,247,247.png,aug,aug_train_277,aug_train_277_bat.png
train,bat,248,248.png,aug,aug_train_278,aug_train_278_bat.png
train,bat,249,249.png,aug,aug_train_279,aug_train_279_bat.png
train,bat,250,250.png,aug,aug_train_28,aug_train_28_bat.png
train,bat,251,251.png,aug,aug_train_280,aug_train_280_bat.png
train,bat,252,252.png,aug,aug_train_281,aug_train_281_bat.png
train,bat,253,253.png,aug,aug_train_282,aug_train_282_bat.png
train,bat,254,254.png,aug,aug_train_283,aug_train_283_bat.png
train,bat,255,255.png,aug,aug_train_284,aug_train_284_bat.png
train,bat,256,256.png,aug,aug_train_285,aug_train_285_bat.png
train,bat,257,257.png,aug,aug_train_286,aug_train_286_bat.png
train,bat,258,258.png,aug,aug_train_287,aug_train_287_bat.png
train,bat,259,259.png,aug,aug_train_288,aug_train_288_bat.png
train,bat,260,260.png,aug,aug_train_29,aug_train_29_bat.png
train,bat,261,261.png,aug,aug_train_30,aug_train_30_bat.png
train,bat,262,262.png,aug,aug_train_31,aug_train_31_bat.png
train,bat,263,263.png,aug,aug_train_32,aug_train_32_bat.png
train,bat,264,264.png,aug,aug_train_33,aug_train_33_bat.png
train,bat,265,265.png,aug,aug_train_34,aug_train_34_bat.png
train,bat,266,266.png,aug,aug_train_35,aug_train_35_bat.png
train,bat,267,267.png,aug,aug_train_36,aug_train_36_bat.png
train,bat,268,268.png,aug,aug_train_37,aug_train_37_bat.png
train,bat,269,269.png,aug,aug_train_38,aug_train_38_bat.png
train,bat,270,270.png,aug,aug_train_39,aug_train_39_bat.png
train,bat,271,271.png,aug,aug_train_40,aug_train_40_bat.png
train,bat,272,272.png,aug,aug_train_41,aug_train_41_bat.png
train,bat,273,273.png,aug,aug_train_42,aug_train_42_bat.png
train,bat,274,274.png,aug,aug_train_43,aug_train_43_bat.png
train,bat,275,275.png,aug,aug_train_44,aug_train_44_bat.png
train,bat,276,276.png,aug,aug_train_45,aug_train_45_bat.png
train,bat,277,277.png,aug,aug_train_46,aug_train_46_bat.png
train,bat,278,278.png,aug,aug_train_47,aug_train_47_bat.png
train,bat,279,279.png,aug,aug_train_48,aug_train_48_bat.png
train,bat,280,280.png,aug,aug_train_49,aug_train_49_bat.png
train,bat,281,281.png,aug,aug_train_50,aug_train_50_bat.png
train,bat,282,282.png,aug,aug_train_51,aug_train_51_bat.png
train,bat,283,283.png,aug,aug_train_52,aug_train_52_bat.png
train,bat,284,284.png,aug,aug_train_53,aug_train_53_bat.png
train,bat,285,285.png,aug,aug_train_54,aug_train_54_bat.png
train,bat,286,286.png,aug,aug_train_55,aug_train_55_bat.png
train,bat,287,287.png,aug,aug_train_56,aug_train_56_bat.png
train,bat,288,288.png,aug,aug_train_57,aug_train_57_bat.png
train,bat,289,289.png,aug,aug_train_58,aug_train_58_bat.png
train,bat,290,290.png,aug,aug_train_59,aug_train_59_bat.png
train,bat,291,291.png,aug,aug_train_60,aug_train_60_bat.png
train,bat,292,292.png,aug,aug_train_61,aug_train_61_bat.png
train,bat,293,293.png,aug,aug_train_62,aug_train_62_bat.png
train,bat,294,294.png,aug,aug_train_63,aug_train_63_bat.png
train,bat,295,295.png,aug,aug_train_64,aug_train_64_bat.png
train,bat,296,296.png,aug,aug_train_65,aug_train_65_bat.png
train,bat,297,297.png,aug,aug_train_66,aug_train_66_bat.png
train,bat,298,298.png,aug,aug_train_67,aug_train_67_bat.png
train,bat,299,299.png,aug,aug_train_68,aug_train_68_bat.png
train,bat,300,300.png,aug,aug_train_69,aug_train_69_bat.png
train,bat,301,301.png,aug,aug_train_70,aug_train_70_bat.png
train,bat,302,302.png,aug,aug_train_71,aug_train_71_bat.png
train,bat,303,303.png,aug,aug_train_72,aug_train_72_bat.png
train,bat,304,304.png,aug,aug_train_73,aug_train_73_bat.png
train,bat,305,305.png,aug,aug_train_74,aug_train_74_bat.png
train,bat,306,306.png,aug,aug_train_75,aug_train_75_bat.png
train,bat,307,307.png,aug,aug_train_76,aug_train_76_bat.png
train,bat,308,308.png,aug,aug_train_77,aug_train_77_bat.png
train,bat,309,309.png,aug,aug_train_78,aug_train_78_bat.png
train,bat,310,310.png,aug,aug_train_79,aug_train_79_bat.png
train,bat,311,311.png,aug,aug_train_80,aug_train_80_bat.png
train,bat,312,312.png,aug,aug_train_81,aug_train_81_bat.png
train,bat,313,313.png,aug,aug_train_82,aug_train_82_bat.png
train,bat,314,314.png,aug,aug_train_83,aug_train_83_bat.png
train,bat,315,315.png,aug,aug_train_84,aug_train_84_bat.png
train,bat,316,316.png,aug,aug_train_85,aug_train_85_bat.png
train,bat,317,317.png,aug,aug_train_86,aug_train_86_bat.png
train,bat,318,318.png,aug,aug_train_87,aug_train_87_bat.png
train,bat,319,319.png,aug,aug_train_88,aug_train_88_bat.png
train,bat,320,320.png,aug,aug_train_89,aug_train_89_bat.png
train,bat,321,321.png,aug,aug_train_90,aug_train_90_bat.png
train,bat,322,322.png,aug,aug_train_91,aug_train_91_bat.png
train,bat,323,323.png,aug,aug_train_92,aug_train_92_bat.png
train,bat,324,324.png,aug,aug_train_93,aug_train_93_bat.png
train,bat,325,325.png,aug,aug_train_94,aug_train_94_bat.png
train,bat,326,326.png,aug,aug_train_95,aug_train_95_bat.png
train,bat,327,327.png,aug,aug_train_96,aug_train_96_bat.png
train,bat,328,328.png,aug,aug_train_97,aug_train_97_bat.png
train,bat,329,329.png,aug,aug_train_98,aug_train_98_bat.png
train,bat,330,330.png,aug,aug_train_99,aug_train_99_bat.png
train,cup,1,001.png,real,set_01,set_01_cup.png
train,cup,2,002.png,real,set_02,set_02_cup.png
train,cup,3,003.png,real,set_03,set_03_cup.png
train,cup,4,004.png,real,set_04,set_04_cup.png
train,cup,5,005.png,real,set_05,set_05_cup.png
train,cup,6,006.png,real,set_06,set_06_cup.png
train,cup,7,007.png,real,set_07,set_07_cup.png
train,cup,8,008.png,real,set_08,set_08_cup.png
train,cup,9,009.png,real,set_12,set_12_cup.png
train,cup,10,010.png,real,set_13,set_13_cup.png
train,cup,11,011.png,real,set_14,set_14_cup.png
train,cup,12,012.png,real,set_16,set_16_cup.png
train,cup,13,013.png,real,set_17,set_17_cup.png
train,cup,14,014.png,real,set_19,set_19_cup.png
train,cup,15,015.png,real,set_20,set_20_cup.png
train,cup,16,016.png,real,set_21,set_21_cup.png
train,cup,17,017.png,real,set_22,set_22_cup.png
train,cup,18,018.png,real,set_24,set_24_cup.png
train,cup,19,019.png,real,set_25,set_25_cup.png
train,cup,20,020.png,real,set_28,set_28_cup.png
train,cup,21,021.png,real,set_29,set_29_cup.png
train,cup,22,022.png,real,set_31,set_31_cup.png
train,cup,23,023.png,real,set_32,set_32_cup.png
train,cup,24,024.png,real,set_33,set_33_cup.png
train,cup,25,025.png,real,set_35,set_35_cup.png
train,cup,26,026.png,real,set_37,set_37_cup.png
train,cup,27,027.png,real,set_38,set_38_cup.png
train,cup,28,028.png,real,set_39,set_39_cup.png
train,cup,29,029.png,real,set_40,set_40_cup.png
train,cup,30,030.png,real,set_42,set_42_cup.png
train,cup,31,031.png,real,set_43,set_43_cup.png
train,cup,32,032.png,real,set_45,set_45_cup.png
train,cup,33,033.png,real,set_46,set_46_cup.png
train,cup,34,034.png,real,set_47,set_47_cup.png
train,cup,35,035.png,real,set_48,set_48_cup.png
train,cup,36,036.png,real,set_49,set_49_cup.png
train,cup,37,037.png,real,set_52,set_52_cup.png
train,cup,38,038.png,real,set_54,set_54_cup.png
train,cup,39,039.png,real,set_55,set_55_cup.png
train,cup,40,040.png,real,set_56,set_56_cup.png
train,cup,41,041.png,real,set_58,set_58_cup.png
train,cup,42,042.png,real,set_59,set_59_cup.png
train,cup,43,043.png,aug,aug_train_01,aug_train_01_cup.png
train,cup,44,044.png,aug,aug_train_02,aug_train_02_cup.png
train,cup,45,045.png,aug,aug_train_03,aug_train_03_cup.png
train,cup,46,046.png,aug,aug_train_04,aug_train_04_cup.png
train,cup,47,047.png,aug,aug_train_05,aug_train_05_cup.png
train,cup,48,048.png,aug,aug_train_06,aug_train_06_cup.png
train,cup,49,049.png,aug,aug_train_07,aug_train_07_cup.png
train,cup,50,050.png,aug,aug_train_08,aug_train_08_cup.png
train,cup,51,051.png,aug,aug_train_09,aug_train_09_cup.png
train,cup,52,052.png,aug,aug_train_10,aug_train_10_cup.png
train,cup,53,053.png,aug,aug_train_100,aug_train_100_cup.png
train,cup,54,054.png,aug,aug_train_101,aug_train_101_cup.png
train,cup,55,055.png,aug,aug_train_102,aug_train_102_cup.png
train,cup,56,056.png,aug,aug_train_103,aug_train_103_cup.png
train,cup,57,057.png,aug,aug_train_104,aug_train_104_cup.png
train,cup,58,058.png,aug,aug_train_105,aug_train_105_cup.png
train,cup,59,059.png,aug,aug_train_106,aug_train_106_cup.png
train,cup,60,060.png,aug,aug_train_107,aug_train_107_cup.png
train,cup,61,061.png,aug,aug_train_108,aug_train_108_cup.png
train,cup,62,062.png,aug,aug_train_109,aug_train_109_cup.png
train,cup,63,063.png,aug,aug_train_11,aug_train_11_cup.png
train,cup,64,064.png,aug,aug_train_110,aug_train_110_cup.png
train,cup,65,065.png,aug,aug_train_111,aug_train_111_cup.png
train,cup,66,066.png,aug,aug_train_112,aug_train_112_cup.png
train,cup,67,067.png,aug,aug_train_113,aug_train_113_cup.png
train,cup,68,068.png,aug,aug_train_114,aug_train_114_cup.png
train,cup,69,069.png,aug,aug_train_115,aug_train_115_cup.png
train,cup,70,070.png,aug,aug_train_116,aug_train_116_cup.png
train,cup,71,071.png,aug,aug_train_117,aug_train_117_cup.png
train,cup,72,072.png,aug,aug_train_118,aug_train_118_cup.png
train,cup,73,073.png,aug,aug_train_119,aug_train_119_cup.png
train,cup,74,074.png,aug,aug_train_12,aug_train_12_cup.png
train,cup,75,075.png,aug,aug_train_120,aug_train_120_cup.png
train,cup,76,076.png,aug,aug_train_121,aug_train_121_cup.png
train,cup,77,077.png,aug,aug_train_122,aug_train_122_cup.png
train,cup,78,078.png,aug,aug_train_123,aug_train_123_cup.png
train,cup,79,079.png,aug,aug_train_124,aug_train_124_cup.png
train,cup,80,080.png,aug,aug_train_125,aug_train_125_cup.png
train,cup,81,081.png,aug,aug_train_126,aug_train_126_cup.png
train,cup,82,082.png,aug,aug_train_127,aug_train_127_cup.png
train,cup,83,083.png,aug,aug_train_128,aug_train_128_cup.png
train,cup,84,084.png,aug,aug_train_129,aug_train_129_cup.png
train,cup,85,085.png,aug,aug_train_13,aug_train_13_cup.png
train,cup,86,086.png,aug,aug_train_130,aug_train_130_cup.png
train,cup,87,087.png,aug,aug_train_131,aug_train_131_cup.png
train,cup,88,088.png,aug,aug_train_132,aug_train_132_cup.png
train,cup,89,089.png,aug,aug_train_133,aug_train_133_cup.png
train,cup,90,090.png,aug,aug_train_134,aug_train_134_cup.png
train,cup,91,091.png,aug,aug_train_135,aug_train_135_cup.png
train,cup,92,092.png,aug,aug_train_136,aug_train_136_cup.png
train,cup,93,093.png,aug,aug_train_137,aug_train_137_cup.png
train,cup,94,094.png,aug,aug_train_138,aug_train_138_cup.png
train,cup,95,095.png,aug,aug_train_139,aug_train_139_cup.png
train,cup,96,096.png,aug,aug_train_14,aug_train_14_cup.png
train,cup,97,097.png,aug,aug_train_140,aug_train_140_cup.png
train,cup,98,098.png,aug,aug_train_141,aug_train_141_cup.png
train,cup,99,099.png,aug,aug_train_142,aug_train_142_cup.png
train,cup,100,100.png,aug,aug_train_143,aug_train_143_cup.png
train,cup,101,101.png,aug,aug_train_144,aug_train_144_cup.png
train,cup,102,102.png,aug,aug_train_145,aug_train_145_cup.png
train,cup,103,103.png,aug,aug_train_146,aug_train_146_cup.png
train,cup,104,104.png,aug,aug_train_147,aug_train_147_cup.png
train,cup,105,105.png,aug,aug_train_148,aug_train_148_cup.png
train,cup,106,106.png,aug,aug_train_149,aug_train_149_cup.png
train,cup,107,107.png,aug,aug_train_15,aug_train_15_cup.png
train,cup,108,108.png,aug,aug_train_150,aug_train_150_cup.png
train,cup,109,109.png,aug,aug_train_151,aug_train_151_cup.png
train,cup,110,110.png,aug,aug_train_152,aug_train_152_cup.png
