split,aug_index,aug_set_name,source_set,source_name,source_angle,aug_type
validation,2,aug_validation_02,11,set_11,unknown,Contrast
validation,3,aug_validation_03,15,set_15,right,Translate
validation,4,aug_validation_04,27,set_27,up,RandomShadow
validation,5,aug_validation_05,36,set_36,normal,HorizontalFlip
validation,6,aug_validation_06,44,set_44,right,ProcessCroppedImage
validation,7,aug_validation_07,50,set_50,down,Scale
validation,8,aug_validation_08,53,set_53,left,Brightness
validation,9,aug_validation_09,57,set_57,up,GaussNoise
validation,10,aug_validation_10,27,set_27,up,Perspective
validation,11,aug_validation_11,57,set_57,up,Equalize
validation,12,aug_validation_12,36,set_36,normal,Sharpen
validation,13,aug_validation_13,11,set_11,unknown,RGBShift
validation,14,aug_validation_14,9,set_09,left,Rotate
validation,15,aug_validation_15,44,set_44,right,ElasticTransform
validation,16,aug_validation_16,53,set_53,left,GridDistortion
test,1,aug_test_01,10,set_10,right,HorizontalFlip
test,2,aug_test_02,18,set_18,up,Sharpen
test,3,aug_test_03,23,set_23,left,Brightness
test,4,aug_test_04,26,set_26,normal,Translate
test,5,aug_test_05,30,set_30,down,GaussNoise
test,6,aug_test_06,34,set_34,right,Perspective
test,7,aug_test_07,41,set_41,normal,Contrast
test,8,aug_test_08,51,set_51,normal,ProcessCroppedImage
test,9,aug_test_09,60,set_60,down,Equalize
test,10,aug_test_10,60,set_60,down,GridDistortion
test,11,aug_test_11,18,set_18,up,Rotate
test,12,aug_test_12,51,set_51,normal,Scale
test,13,aug_test_13,26,set_26,normal,ElasticTransform
test,14,aug_test_14,34,set_34,right,RandomShadow
test,15,aug_test_15,10,set_10,right,RGBShift
test,16,aug_test_16,23,set_23,left,CLAHEVarying
