aug_set_name,source_set,aug_type,split,frames
aug_train_55,set_21,Scale,train,600
aug_train_64,set_01,Sharpen,train,600
aug_train_57,set_47,HorizontalFlip,train,600
aug_train_66,set_32,Downsample,train,600
aug_train_56,set_05,Translate,train,600
aug_train_54,set_07,GaussNoise,train,600
aug_train_58,set_25,Contrast,train,600
aug_train_69,set_28,Sharpen,train,600
aug_train_59,set_12,GaussianBlur,train,600
aug_train_71,set_35,TemporalShift,train,600
aug_train_61,set_22,HorizontalFlip,train,600
aug_train_62,set_39,Translate,train,600
aug_train_63,set_31,Brightness,train,600
aug_train_65,set_46,Equalize,train,600
aug_train_67,set_06,RGBShift,train,600
aug_train_68,set_21,Translate,train,600
aug_train_70,set_01,Brightness,train,600
aug_train_72,set_56,Contrast,train,600
aug_train_73,set_52,GaussNoise,train,600
aug_train_82,set_46,TemporalShift,train,600
aug_train_74,set_52,Scale,train,600
aug_train_75,set_55,OpticalDistortion,train,600
aug_train_76,set_49,Rotate,train,600
aug_train_77,set_39,Scale,train,600
aug_train_88,set_40,TemporalShift,train,600
aug_train_78,set_04,GaussianBlur,train,600
aug_train_89,set_31,TemporalShift,train,600
aug_train_79,set_48,Translate,train,600
aug_train_80,set_02,Brightness,train,600
aug_train_92,set_06,Downsample,train,600
aug_train_81,set_55,GaussianBlur,train,600
aug_train_93,set_07,TemporalShift,train,600
aug_train_83,set_28,Translate,train,600
aug_train_84,set_58,Contrast,train,600
aug_train_85,set_20,Scale,train,600
aug_train_98,set_20,TemporalShift,train,600
aug_train_97,set_47,ProcessCroppedImage,train,600
aug_train_86,set_08,GaussNoise,train,600
aug_train_87,set_24,Contrast,train,600
aug_train_99,set_25,ProcessCroppedImage,train,600
aug_train_91,set_59,Brightness,train,600
aug_train_90,set_21,GaussNoise,train,600
aug_train_95,set_07,HorizontalFlip,train,600
aug_train_94,set_37,GaussianBlur,train,600
aug_train_107,set_02,Downsample,train,600
aug_train_109,set_16,Sharpen,train,600
aug_train_96,set_29,Rotate,train,600
aug_train_101,set_14,RGBShift,train,600
aug_train_100,set_05,Perspective,train,600
aug_train_103,set_16,Rotate,train,600
aug_train_102,set_42,RGBShift,train,600
aug_train_104,set_13,Scale,train,600
aug_train_115,set_12,Sharpen,train,600
aug_train_108,set_43,Translate,train,600
aug_train_112,set_56,ProcessCroppedImage,train,600
aug_train_106,set_25,Brightness,train,600
aug_train_105,set_04,Translate,train,600
aug_train_111,set_29,Scale,train,600
aug_train_110,set_13,Rotate,train,600
aug_train_114,set_52,OpticalDistortion,train,600
aug_train_113,set_28,OpticalDistortion,train,600
aug_train_116,set_45,Equalize,train,600
aug_train_117,set_16,Equalize,train,600
aug_train_118,set_32,Rotate,train,600
aug_train_127,set_54,Sharpen,train,600
aug_train_120,set_04,RGBShift,train,600
aug_train_130,set_33,TemporalShift,train,600
aug_train_119,set_40,Perspective,train,600
aug_train_121,set_35,GaussianBlur,train,600
aug_train_122,set_17,Equalize,train,600
aug_train_123,set_16,Perspective,train,600
aug_train_134,set_03,TemporalShift,train,600
aug_train_124,set_21,RGBShift,train,600
aug_train_125,set_03,Brightness,train,600
aug_train_136,set_14,Downsample,train,600
aug_train_126,set_13,Contrast,train,600
aug_train_138,set_22,Downsample,train,600
aug_train_140,set_08,Downsample,train,600
aug_train_129,set_19,Rotate,train,600
aug_train_128,set_59,GaussNoise,train,600
aug_train_144,set_02,Sharpen,train,600
aug_train_143,set_38,Downsample,train,600
aug_validation_01,set_09,Downsample,validation,600
aug_train_131,set_55,HorizontalFlip,train,600
aug_train_132,set_42,GaussianBlur,train,600
aug_train_133,set_48,OpticalDistortion,train,600
aug_train_137,set_38,Rotate,train,600
aug_train_139,set_33,Translate,train,600
aug_train_135,set_47,Perspective,train,600
aug_train_142,set_56,Scale,train,600
aug_validation_09,set_57,Sharpen,validation,600
aug_validation_05,set_36,Scale,validation,600
aug_validation_02,set_11,OpticalDistortion,validation,600
aug_validation_10,set_36,ProcessCroppedImage,validation,600
aug_validation_03,set_15,Translate,validation,600
aug_validation_04,set_27,GaussianBlur,validation,600
aug_test_05,set_30,Downsample,test,600
aug_train_141,set_37,GaussNoise,train,600
aug_validation_06,set_44,Perspective,validation,600
aug_validation_07,set_50,GaussNoise,validation,600
aug_validation_08,set_53,RGBShift,validation,600
aug_test_02,set_18,GaussianBlur,test,600
aug_test_01,set_10,Contrast,test,600
aug_validation_11,set_09,Rotate,validation,600
aug_test_03,set_23,Rotate,test,600
aug_test_04,set_26,GaussNoise,test,600
aug_test_07,set_41,OpticalDistortion,test,600
aug_test_08,set_51,Perspective,test,600
aug_test_06,set_34,Scale,test,600
aug_test_09,set_60,Translate,test,600
aug_test_10,set_30,Brightness,test,600
aug_test_11,set_23,RGBShift,test,600
