split,word,final_number,final_name,source_type,source_set,source_file
train,bat,104,104.png,aug,aug_train_17,aug_train_17_bat.png
train,bat,105,105.png,aug,aug_train_18,aug_train_18_bat.png
train,bat,106,106.png,aug,aug_train_19,aug_train_19_bat.png
train,bat,107,107.png,aug,aug_train_20,aug_train_20_bat.png
train,bat,108,108.png,aug,aug_train_21,aug_train_21_bat.png
train,bat,109,109.png,aug,aug_train_22,aug_train_22_bat.png
train,bat,110,110.png,aug,aug_train_23,aug_train_23_bat.png
train,bat,111,111.png,aug,aug_train_24,aug_train_24_bat.png
train,bat,112,112.png,aug,aug_train_25,aug_train_25_bat.png
train,bat,113,113.png,aug,aug_train_26,aug_train_26_bat.png
train,bat,114,114.png,aug,aug_train_27,aug_train_27_bat.png
train,bat,115,115.png,aug,aug_train_28,aug_train_28_bat.png
train,bat,116,116.png,aug,aug_train_29,aug_train_29_bat.png
train,bat,117,117.png,aug,aug_train_30,aug_train_30_bat.png
train,bat,118,118.png,aug,aug_train_31,aug_train_31_bat.png
train,bat,119,119.png,aug,aug_train_32,aug_train_32_bat.png
train,bat,120,120.png,aug,aug_train_33,aug_train_33_bat.png
train,bat,121,121.png,aug,aug_train_34,aug_train_34_bat.png
train,bat,122,122.png,aug,aug_train_35,aug_train_35_bat.png
train,bat,123,123.png,aug,aug_train_36,aug_train_36_bat.png
train,bat,124,124.png,aug,aug_train_37,aug_train_37_bat.png
train,bat,125,125.png,aug,aug_train_38,aug_train_38_bat.png
train,bat,126,126.png,aug,aug_train_39,aug_train_39_bat.png
train,bat,127,127.png,aug,aug_train_40,aug_train_40_bat.png
train,bat,128,128.png,aug,aug_train_41,aug_train_41_bat.png
train,bat,129,129.png,aug,aug_train_42,aug_train_42_bat.png
train,bat,130,130.png,aug,aug_train_43,aug_train_43_bat.png
train,bat,131,131.png,aug,aug_train_44,aug_train_44_bat.png
train,bat,132,132.png,aug,aug_train_45,aug_train_45_bat.png
train,bat,133,133.png,aug,aug_train_46,aug_train_46_bat.png
train,bat,134,134.png,aug,aug_train_47,aug_train_47_bat.png
train,bat,135,135.png,aug,aug_train_48,aug_train_48_bat.png
train,bat,136,136.png,aug,aug_train_49,aug_train_49_bat.png
train,bat,137,137.png,aug,aug_train_50,aug_train_50_bat.png
train,bat,138,138.png,aug,aug_train_51,aug_train_51_bat.png
train,bat,139,139.png,aug,aug_train_52,aug_train_52_bat.png
train,bat,140,140.png,aug,aug_train_53,aug_train_53_bat.png
train,bat,141,141.png,aug,aug_train_54,aug_train_54_bat.png
train,bat,142,142.png,aug,aug_train_55,aug_train_55_bat.png
train,bat,143,143.png,aug,aug_train_56,aug_train_56_bat.png
train,bat,144,144.png,aug,aug_train_57,aug_train_57_bat.png
train,bat,145,145.png,aug,aug_train_58,aug_train_58_bat.png
train,bat,146,146.png,aug,aug_train_59,aug_train_59_bat.png
train,bat,147,147.png,aug,aug_train_60,aug_train_60_bat.png
train,bat,148,148.png,aug,aug_train_61,aug_train_61_bat.png
train,bat,149,149.png,aug,aug_train_62,aug_train_62_bat.png
train,bat,150,150.png,aug,aug_train_63,aug_train_63_bat.png
train,bat,151,151.png,aug,aug_train_64,aug_train_64_bat.png
train,bat,152,152.png,aug,aug_train_65,aug_train_65_bat.png
train,bat,153,153.png,aug,aug_train_66,aug_train_66_bat.png
train,bat,154,154.png,aug,aug_train_67,aug_train_67_bat.png
train,bat,155,155.png,aug,aug_train_68,aug_train_68_bat.png
train,bat,156,156.png,aug,aug_train_69,aug_train_69_bat.png
train,bat,157,157.png,aug,aug_train_70,aug_train_70_bat.png
train,bat,158,158.png,aug,aug_train_71,aug_train_71_bat.png
train,bat,159,159.png,aug,aug_train_72,aug_train_72_bat.png
train,bat,160,160.png,aug,aug_train_73,aug_train_73_bat.png
train,bat,161,161.png,aug,aug_train_74,aug_train_74_bat.png
train,bat,162,162.png,aug,aug_train_75,aug_train_75_bat.png
train,bat,163,163.png,aug,aug_train_76,aug_train_76_bat.png
train,bat,164,164.png,aug,aug_train_77,aug_train_77_bat.png
train,bat,165,165.png,aug,aug_train_78,aug_train_78_bat.png
train,bat,166,166.png,aug,aug_train_79,aug_train_79_bat.png
train,bat,167,167.png,aug,aug_train_80,aug_train_80_bat.png
train,bat,168,168.png,aug,aug_train_81,aug_train_81_bat.png
train,bat,169,169.png,aug,aug_train_82,aug_train_82_bat.png
train,bat,170,170.png,aug,aug_train_83,aug_train_83_bat.png
train,bat,171,171.png,aug,aug_train_84,aug_train_84_bat.png
train,bat,172,172.png,aug,aug_train_85,aug_train_85_bat.png
train,bat,173,173.png,aug,aug_train_86,aug_train_86_bat.png
train,bat,174,174.png,aug,aug_train_87,aug_train_87_bat.png
train,bat,175,175.png,aug,aug_train_88,aug_train_88_bat.png
train,bat,176,176.png,aug,aug_train_89,aug_train_89_bat.png
train,bat,177,177.png,aug,aug_train_90,aug_train_90_bat.png
train,bat,178,178.png,aug,aug_train_91,aug_train_91_bat.png
train,bat,179,179.png,aug,aug_train_92,aug_train_92_bat.png
train,bat,180,180.png,aug,aug_train_93,aug_train_93_bat.png
train,bat,181,181.png,aug,aug_train_94,aug_train_94_bat.png
train,bat,182,182.png,aug,aug_train_95,aug_train_95_bat.png
train,bat,183,183.png,aug,aug_train_96,aug_train_96_bat.png
train,bat,184,184.png,aug,aug_train_97,aug_train_97_bat.png
train,bat,185,185.png,aug,aug_train_98,aug_train_98_bat.png
train,bat,186,186.png,aug,aug_train_99,aug_train_99_bat.png
train,cup,1,001.png,real,set_01,set_01_cup.png
train,cup,2,002.png,real,set_02,set_02_cup.png
train,cup,3,003.png,real,set_03,set_03_cup.png
train,cup,4,004.png,real,set_04,set_04_cup.png
train,cup,5,005.png,real,set_05,set_05_cup.png
train,cup,6,006.png,real,set_06,set_06_cup.png
train,cup,7,007.png,real,set_07,set_07_cup.png
train,cup,8,008.png,real,set_08,set_08_cup.png
train,cup,9,009.png,real,set_12,set_12_cup.png
train,cup,10,010.png,real,set_13,set_13_cup.png
train,cup,11,011.png,real,set_14,set_14_cup.png
train,cup,12,012.png,real,set_16,set_16_cup.png
train,cup,13,013.png,real,set_17,set_17_cup.png
train,cup,14,014.png,real,set_19,set_19_cup.png
train,cup,15,015.png,real,set_20,set_20_cup.png
train,cup,16,016.png,real,set_21,set_21_cup.png
train,cup,17,017.png,real,set_22,set_22_cup.png
train,cup,18,018.png,real,set_24,set_24_cup.png
train,cup,19,019.png,real,set_25,set_25_cup.png
train,cup,20,020.png,real,set_28,set_28_cup.png
train,cup,21,021.png,real,set_29,set_29_cup.png
train,cup,22,022.png,real,set_31,set_31_cup.png
train,cup,23,023.png,real,set_32,set_32_cup.png
train,cup,24,024.png,real,set_33,set_33_cup.png
train,cup,25,025.png,real,set_35,set_35_cup.png
train,cup,26,026.png,real,set_37,set_37_cup.png
train,cup,27,027.png,real,set_38,set_38_cup.png
train,cup,28,028.png,real,set_39,set_39_cup.png
train,cup,29,029.png,real,set_40,set_40_cup.png
train,cup,30,030.png,real,set_42,set_42_cup.png
train,cup,31,031.png,real,set_43,set_43_cup.png
train,cup,32,032.png,real,set_45,set_45_cup.png
train,cup,33,033.png,real,set_46,set_46_cup.png
train,cup,34,034.png,real,set_47,set_47_cup.png
train,cup,35,035.png,real,set_48,set_48_cup.png
train,cup,36,036.png,real,set_49,set_49_cup.png
train,cup,37,037.png,real,set_52,set_52_cup.png
train,cup,38,038.png,real,set_54,set_54_cup.png
train,cup,39,039.png,real,set_55,set_55_cup.png
train,cup,40,040.png,real,set_56,set_56_cup.png
train,cup,41,041.png,real,set_58,set_58_cup.png
train,cup,42,042.png,real,set_59,set_59_cup.png
train,cup,43,043.png,aug,aug_train_01,aug_train_01_cup.png
train,cup,44,044.png,aug,aug_train_02,aug_train_02_cup.png
train,cup,45,045.png,aug,aug_train_03,aug_train_03_cup.png
train,cup,46,046.png,aug,aug_train_04,aug_train_04_cup.png
train,cup,47,047.png,aug,aug_train_05,aug_train_05_cup.png
train,cup,48,048.png,aug,aug_train_06,aug_train_06_cup.png
train,cup,49,049.png,aug,aug_train_07,aug_train_07_cup.png
train,cup,50,050.png,aug,aug_train_08,aug_train_08_cup.png
train,cup,51,051.png,aug,aug_train_09,aug_train_09_cup.png
train,cup,52,052.png,aug,aug_train_10,aug_train_10_cup.png
train,cup,53,053.png,aug,aug_train_100,aug_train_100_cup.png
train,cup,54,054.png,aug,aug_train_101,aug_train_101_cup.png
train,cup,55,055.png,aug,aug_train_102,aug_train_102_cup.png
train,cup,56,056.png,aug,aug_train_103,aug_train_103_cup.png
train,cup,57,057.png,aug,aug_train_104,aug_train_104_cup.png
train,cup,58,058.png,aug,aug_train_105,aug_train_105_cup.png
train,cup,59,059.png,aug,aug_train_106,aug_train_106_cup.png
train,cup,60,060.png,aug,aug_train_107,aug_train_107_cup.png
train,cup,61,061.png,aug,aug_train_108,aug_train_108_cup.png
train,cup,62,062.png,aug,aug_train_109,aug_train_109_cup.png
train,cup,63,063.png,aug,aug_train_11,aug_train_11_cup.png
train,cup,64,064.png,aug,aug_train_110,aug_train_110_cup.png
train,cup,65,065.png,aug,aug_train_111,aug_train_111_cup.png
train,cup,66,066.png,aug,aug_train_112,aug_train_112_cup.png
train,cup,67,067.png,aug,aug_train_113,aug_train_113_cup.png
train,cup,68,068.png,aug,aug_train_114,aug_train_114_cup.png
train,cup,69,069.png,aug,aug_train_115,aug_train_115_cup.png
train,cup,70,070.png,aug,aug_train_116,aug_train_116_cup.png
train,cup,71,071.png,aug,aug_train_117,aug_train_117_cup.png
train,cup,72,072.png,aug,aug_train_118,aug_train_118_cup.png
train,cup,73,073.png,aug,aug_train_119,aug_train_119_cup.png
train,cup,74,074.png,aug,aug_train_12,aug_train_12_cup.png
train,cup,75,075.png,aug,aug_train_120,aug_train_120_cup.png
train,cup,76,076.png,aug,aug_train_121,aug_train_121_cup.png
train,cup,77,077.png,aug,aug_train_122,aug_train_122_cup.png
train,cup,78,078.png,aug,aug_train_123,aug_train_123_cup.png
train,cup,79,079.png,aug,aug_train_124,aug_train_124_cup.png
train,cup,80,080.png,aug,aug_train_125,aug_train_125_cup.png
train,cup,81,081.png,aug,aug_train_126,aug_train_126_cup.png
train,cup,82,082.png,aug,aug_train_127,aug_train_127_cup.png
train,cup,83,083.png,aug,aug_train_128,aug_train_128_cup.png
train,cup,84,084.png,aug,aug_train_129,aug_train_129_cup.png
train,cup,85,085.png,aug,aug_train_13,aug_train_13_cup.png
train,cup,86,086.png,aug,aug_train_130,aug_train_130_cup.png
train,cup,87,087.png,aug,aug_train_131,aug_train_131_cup.png
train,cup,88,088.png,aug,aug_train_132,aug_train_132_cup.png
train,cup,89,089.png,aug,aug_train_133,aug_train_133_cup.png
train,cup,90,090.png,aug,aug_train_134,aug_train_134_cup.png
train,cup,91,091.png,aug,aug_train_135,aug_train_135_cup.png
train,cup,92,092.png,aug,aug_train_136,aug_train_136_cup.png
train,cup,93,093.png,aug,aug_train_137,aug_train_137_cup.png
train,cup,94,094.png,aug,aug_train_138,aug_train_138_cup.png
train,cup,95,095.png,aug,aug_train_139,aug_train_139_cup.png
train,cup,96,096.png,aug,aug_train_14,aug_train_14_cup.png
train,cup,97,097.png,aug,aug_train_140,aug_train_140_cup.png
train,cup,98,098.png,aug,aug_train_141,aug_train_141_cup.png
train,cup,99,099.png,aug,aug_train_142,aug_train_142_cup.png
train,cup,100,100.png,aug,aug_train_143,aug_train_143_cup.png
train,cup,101,101.png,aug,aug_train_144,aug_train_144_cup.png
train,cup,102,102.png,aug,aug_train_15,aug_train_15_cup.png
train,cup,103,103.png,aug,aug_train_16,aug_train_16_cup.png
train,cup,104,104.png,aug,aug_train_17,aug_train_17_cup.png
train,cup,105,105.png,aug,aug_train_18,aug_train_18_cup.png
train,cup,106,106.png,aug,aug_train_19,aug_train_19_cup.png
train,cup,107,107.png,aug,aug_train_20,aug_train_20_cup.png
train,cup,108,108.png,aug,aug_train_21,aug_train_21_cup.png
train,cup,109,109.png,aug,aug_train_22,aug_train_22_cup.png
train,cup,110,110.png,aug,aug_train_23,aug_train_23_cup.png
train,cup,111,111.png,aug,aug_train_24,aug_train_24_cup.png
train,cup,112,112.png,aug,aug_train_25,aug_train_25_cup.png
train,cup,113,113.png,aug,aug_train_26,aug_train_26_cup.png
train,cup,114,114.png,aug,aug_train_27,aug_train_27_cup.png
train,cup,115,115.png,aug,aug_train_28,aug_train_28_cup.png
train,cup,116,116.png,aug,aug_train_29,aug_train_29_cup.png
train,cup,117,117.png,aug,aug_train_30,aug_train_30_cup.png
train,cup,118,118.png,aug,aug_train_31,aug_train_31_cup.png
train,cup,119,119.png,aug,aug_train_32,aug_train_32_cup.png
train,cup,120,120.png,aug,aug_train_33,aug_train_33_cup.png
train,cup,121,121.png,aug,aug_train_34,aug_train_34_cup.png
train,cup,122,122.png,aug,aug_train_35,aug_train_35_cup.png
train,cup,123,123.png,aug,aug_train_36,aug_train_36_cup.png
train,cup,124,124.png,aug,aug_train_37,aug_train_37_cup.png
train,cup,125,125.png,aug,aug_train_38,aug_train_38_cup.png
train,cup,126,126.png,aug,aug_train_39,aug_train_39_cup.png
train,cup,127,127.png,aug,aug_train_40,aug_train_40_cup.png
train,cup,128,128.png,aug,aug_train_41,aug_train_41_cup.png
train,cup,129,129.png,aug,aug_train_42,aug_train_42_cup.png
train,cup,130,130.png,aug,aug_train_43,aug_train_43_cup.png
train,cup,131,131.png,aug,aug_train_44,aug_train_44_cup.png
train,cup,132,132.png,aug,aug_train_45,aug_train_45_cup.png
train,cup,133,133.png,aug,aug_train_46,aug_train_46_cup.png
train,cup,134,134.png,aug,aug_train_47,aug_train_47_cup.png
train,cup,135,135.png,aug,aug_train_48,aug_train_48_cup.png
train,cup,136,136.png,aug,aug_train_49,aug_train_49_cup.png
train,cup,137,137.png,aug,aug_train_50,aug_train_50_cup.png
train,cup,138,138.png,aug,aug_train_51,aug_train_51_cup.png
train,cup,139,139.png,aug,aug_train_52,aug_train_52_cup.png
train,cup,140,140.png,aug,aug_train_53,aug_train_53_cup.png
train,cup,141,141.png,aug,aug_train_54,aug_train_54_cup.png
train,cup,142,142.png,aug,aug_train_55,aug_train_55_cup.png
train,cup,143,143.png,aug,aug_train_56,aug_train_56_cup.png
train,cup,144,144.png,aug,aug_train_57,aug_train_57_cup.png
train,cup,145,145.png,aug,aug_train_58,aug_train_58_cup.png
train,cup,146,146.png,aug,aug_train_59,aug_train_59_cup.png
train,cup,147,147.png,aug,aug_train_60,aug_train_60_cup.png
train,cup,148,148.png,aug,aug_train_61,aug_train_61_cup.png
train,cup,149,149.png,aug,aug_train_62,aug_train_62_cup.png
train,cup,150,150.png,aug,aug_train_63,aug_train_63_cup.png
train,cup,151,151.png,aug,aug_train_64,aug_train_64_cup.png
train,cup,152,152.png,aug,aug_train_65,aug_train_65_cup.png
train,cup,153,153.png,aug,aug_train_66,aug_train_66_cup.png
train,cup,154,154.png,aug,aug_train_67,aug_train_67_cup.png
train,cup,155,155.png,aug,aug_train_68,aug_train_68_cup.png
train,cup,156,156.png,aug,aug_train_69,aug_train_69_cup.png
train,cup,157,157.png,aug,aug_train_70,aug_train_70_cup.png
train,cup,158,158.png,aug,aug_train_71,aug_train_71_cup.png
train,cup,159,159.png,aug,aug_train_72,aug_train_72_cup.png
train,cup,160,160.png,aug,aug_train_73,aug_train_73_cup.png
train,cup,161,161.png,aug,aug_train_74,aug_train_74_cup.png
train,cup,162,162.png,aug,aug_train_75,aug_train_75_cup.png
train,cup,163,163.png,aug,aug_train_76,aug_train_76_cup.png
train,cup,164,164.png,aug,aug_train_77,aug_train_77_cup.png
train,cup,165,165.png,aug,aug_train_78,aug_train_78_cup.png
train,cup,166,166.png,aug,aug_train_79,aug_train_79_cup.png
train,cup,167,167.png,aug,aug_train_80,aug_train_80_cup.png
train,cup,168,168.png,aug,aug_train_81,aug_train_81_cup.png
train,cup,169,169.png,aug,aug_train_82,aug_train_82_cup.png
train,cup,170,170.png,aug,aug_train_83,aug_train_83_cup.png
train,cup,171,171.png,aug,aug_train_84,aug_train_84_cup.png
train,cup,172,172.png,aug,aug_train_85,aug_train_85_cup.png
train,cup,173,173.png,aug,aug_train_86,aug_train_86_cup.png
train,cup,174,174.png,aug,aug_train_87,aug_train_87_cup.png
train,cup,175,175.png,aug,aug_train_88,aug_train_88_cup.png
train,cup,176,176.png,aug,aug_train_89,aug_train_89_cup.png
train,cup,177,177.png,aug,aug_train_90,aug_train_90_cup.png
train,cup,178,178.png,aug,aug_train_91,aug_train_91_cup.png
train,cup,179,179.png,aug,aug_train_92,aug_train_92_cup.png
train,cup,180,180.png,aug,aug_train_93,aug_train_93_cup.png
train,cup,181,181.png,aug,aug_train_94,aug_train_94_cup.png
train,cup,182,182.png,aug,aug_train_95,aug_train_95_cup.png
train,cup,183,183.png,aug,aug_train_96,aug_train_96_cup.png
train,cup,184,184.png,aug,aug_train_97,aug_train_97_cup.png
train,cup,185,185.png,aug,aug_train_98,aug_train_98_cup.png
train,cup,186,186.png,aug,aug_train_99,aug_train_99_cup.png
train,drop,1,001.png,real,set_01,set_01_drop.png
train,drop,2,002.png,real,set_02,set_02_drop.png
train,drop,3,003.png,real,set_03,set_03_drop.png
train,drop,4,004.png,real,set_04,set_04_drop.png
train,drop,5,005.png,real,set_05,set_05_drop.png
train,drop,6,006.png,real,set_06,set_06_drop.png
train,drop,7,007.png,real,set_07,set_07_drop.png
train,drop,8,008.png,real,set_08,set_08_drop.png
train,drop,9,009.png,real,set_12,set_12_drop.png
train,drop,10,010.png,real,set_13,set_13_drop.png
train,drop,11,011.png,real,set_14,set_14_drop.png
train,drop,12,012.png,real,set_16,set_16_drop.png
train,drop,13,013.png,real,set_17,set_17_drop.png
train,drop,14,014.png,real,set_19,set_19_drop.png
train,drop,15,015.png,real,set_20,set_20_drop.png
train,drop,16,016.png,real,set_21,set_21_drop.png
train,drop,17,017.png,real,set_22,set_22_drop.png
train,drop,18,018.png,real,set_24,set_24_drop.png
train,drop,19,019.png,real,set_25,set_25_drop.png
train,drop,20,020.png,real,set_28,set_28_drop.png
train,drop,21,021.png,real,set_29,set_29_drop.png
train,drop,22,022.png,real,set_31,set_31_drop.png
train,drop,23,023.png,real,set_32,set_32_drop.png
train,drop,24,024.png,real,set_33,set_33_drop.png
train,drop,25,025.png,real,set_35,set_35_drop.png
train,drop,26,026.png,real,set_37,set_37_drop.png
train,drop,27,027.png,real,set_38,set_38_drop.png
train,drop,28,028.png,real,set_39,set_39_drop.png
train,drop,29,029.png,real,set_40,set_40_drop.png
train,drop,30,030.png,real,set_42,set_42_drop.png
train,drop,31,031.png,real,set_43,set_43_drop.png
train,drop,32,032.png,real,set_45,set_45_drop.png
train,drop,33,033.png,real,set_46,set_46_drop.png
train,drop,34,034.png,real,set_47,set_47_drop.png
train,drop,35,035.png,real,set_48,set_48_drop.png
train,drop,36,036.png,real,set_49,set_49_drop.png
train,drop,37,037.png,real,set_52,set_52_drop.png
train,drop,38,038.png,real,set_54,set_54_drop.png
train,drop,39,039.png,real,set_55,set_55_drop.png
train,drop,40,040.png,real,set_56,set_56_drop.png
train,drop,41,041.png,real,set_58,set_58_drop.png
train,drop,42,042.png,real,set_59,set_59_drop.png
train,drop,43,043.png,aug,aug_train_01,aug_train_01_drop.png
train,drop,44,044.png,aug,aug_train_02,aug_train_02_drop.png
train,drop,45,045.png,aug,aug_train_03,aug_train_03_drop.png
train,drop,46,046.png,aug,aug_train_04,aug_train_04_drop.png
train,drop,47,047.png,aug,aug_train_05,aug_train_05_drop.png
train,drop,48,048.png,aug,aug_train_06,aug_train_06_drop.png
train,drop,49,049.png,aug,aug_train_07,aug_train_07_drop.png
train,drop,50,050.png,aug,aug_train_08,aug_train_08_drop.png
train,drop,51,051.png,aug,aug_train_09,aug_train_09_drop.png
train,drop,52,052.png,aug,aug_train_10,aug_train_10_drop.png
train,drop,53,053.png,aug,aug_train_100,aug_train_100_drop.png
train,drop,54,054.png,aug,aug_train_101,aug_train_101_drop.png
train,drop,55,055.png,aug,aug_train_102,aug_train_102_drop.png
train,drop,56,056.png,aug,aug_train_103,aug_train_103_drop.png
train,drop,57,057.png,aug,aug_train_104,aug_train_104_drop.png
train,drop,58,058.png,aug,aug_train_105,aug_train_105_drop.png
train,drop,59,059.png,aug,aug_train_106,aug_train_106_drop.png
train,drop,60,060.png,aug,aug_train_107,aug_train_107_drop.png
train,drop,61,061.png,aug,aug_train_108,aug_train_108_drop.png
train,drop,62,062.png,aug,aug_train_109,aug_train_109_drop.png
train,drop,63,063.png,aug,aug_train_11,aug_train_11_drop.png
train,drop,64,064.png,aug,aug_train_110,aug_train_110_drop.png
train,drop,65,065.png,aug,aug_train_111,aug_train_111_drop.png
train,drop,66,066.png,aug,aug_train_112,aug_train_112_drop.png
train,drop,67,067.png,aug,aug_train_113,aug_train_113_drop.png
train,drop,68,068.png,aug,aug_train_114,aug_train_114_drop.png
train,drop,69,069.png,aug,aug_train_115,aug_train_115_drop.png
train,drop,70,070.png,aug,aug_train_116,aug_train_116_drop.png
train,drop,71,071.png,aug,aug_train_117,aug_train_117_drop.png
train,drop,72,072.png,aug,aug_train_118,aug_train_118_drop.png
train,drop,73,073.png,aug,aug_train_119,aug_train_119_drop.png
train,drop,74,074.png,aug,aug_train_12,aug_train_12_drop.png
train,drop,75,075.png,aug,aug_train_120,aug_train_120_drop.png
train,drop,76,076.png,aug,aug_train_121,aug_train_121_drop.png
train,drop,77,077.png,aug,aug_train_122,aug_train_122_drop.png
