aug_set_name,source_set,aug_type,split,frames
aug_train_165,set_31,Sharpen,train,600
aug_train_155,set_32,Translate,train,600
aug_train_156,set_22,Rotate,train,600
aug_train_157,set_39,GaussNoise,train,600
aug_train_160,set_49,Brightness,train,600
aug_train_161,set_07,Perspective,train,600
aug_train_158,set_56,Scale,train,600
aug_train_169,set_04,Downsample,train,600
aug_train_171,set_08,TemporalShift,train,600
aug_train_162,set_35,Contrast,train,600
aug_train_163,set_21,Translate,train,600
aug_train_167,set_49,OpticalDistortion,train,600
aug_train_175,set_32,ProcessCroppedImage,train,600
aug_train_166,set_58,GaussianBlur,train,600
aug_train_178,set_29,TemporalShift,train,600
aug_train_164,set_59,HorizontalFlip,train,600
aug_train_170,set_40,Scale,train,600
aug_train_173,set_35,OpticalDistortion,train,600
aug_train_168,set_16,Perspective,train,600
aug_train_172,set_17,Scale,train,600
aug_train_176,set_04,OpticalDistortion,train,600
aug_train_174,set_52,Translate,train,600
aug_train_177,set_17,Perspective,train,600
aug_train_179,set_12,GaussNoise,train,600
aug_train_182,set_29,GaussianBlur,train,600
aug_train_181,set_32,Scale,train,600
aug_train_180,set_04,Contrast,train,600
aug_train_183,set_43,Translate,train,600
aug_train_184,set_25,Equalize,train,600
aug_train_185,set_49,Equalize,train,600
aug_train_186,set_55,Contrast,train,600
aug_train_188,set_06,HorizontalFlip,train,600
aug_train_187,set_14,GaussNoise,train,600
aug_train_189,set_48,GaussNoise,train,600
aug_train_190,set_37,OpticalDistortion,train,600
aug_train_191,set_46,Equalize,train,600
aug_train_192,set_33,Brightness,train,600
aug_validation_08,set_53,Downsample,validation,600
aug_validation_01,set_09,Scale,validation,600
aug_validation_02,set_11,HorizontalFlip,validation,600
aug_validation_04,set_27,Translate,validation,600
aug_validation_03,set_15,Perspective,validation,600
aug_test_04,set_26,Downsample,test,600
aug_validation_05,set_36,OpticalDistortion,validation,600
aug_test_05,set_30,ProcessCroppedImage,test,600
aug_validation_06,set_44,Rotate,validation,600
aug_validation_07,set_50,Contrast,validation,600
aug_validation_09,set_57,GaussianBlur,validation,600
aug_validation_10,set_50,RGBShift,validation,600
aug_test_01,set_10,Equalize,test,600
aug_validation_11,set_15,GaussNoise,validation,600
aug_test_02,set_18,GaussNoise,test,600
aug_test_03,set_23,Scale,test,600
aug_test_06,set_34,RGBShift,test,600
aug_test_07,set_41,Perspective,test,600
aug_test_08,set_51,GaussianBlur,test,600
aug_test_09,set_60,Rotate,test,600
aug_test_10,set_60,OpticalDistortion,test,600
aug_test_11,set_10,Translate,test,600
