split,aug_index,aug_set_name,source_set,source_name,source_angle,aug_type
validation,6,aug_validation_06,44,set_44,right,Equalize
validation,7,aug_validation_07,50,set_50,down,RGBShift
validation,8,aug_validation_08,53,set_53,left,Rotate
validation,9,aug_validation_09,57,set_57,up,Perspective
validation,10,aug_validation_10,27,set_27,up,HorizontalFlip
validation,11,aug_validation_11,36,set_36,normal,OpticalDistortion
validation,12,aug_validation_12,50,set_50,down,GaussNoise
validation,13,aug_validation_13,53,set_53,left,TemporalShift
validation,14,aug_validation_14,9,set_09,left,Brightness
validation,15,aug_validation_15,11,set_11,unknown,Contrast
validation,16,aug_validation_16,44,set_44,right,Scale
test,1,aug_test_01,10,set_10,right,Perspective
test,2,aug_test_02,18,set_18,up,Scale
test,3,aug_test_03,23,set_23,left,Translate
test,4,aug_test_04,26,set_26,normal,Contrast
test,5,aug_test_05,30,set_30,down,TemporalShift
test,6,aug_test_06,34,set_34,right,Brightness
test,7,aug_test_07,41,set_41,normal,Equalize
test,8,aug_test_08,51,set_51,normal,RGBShift
test,9,aug_test_09,60,set_60,down,HorizontalFlip
test,10,aug_test_10,51,set_51,normal,GaussianBlur
test,11,aug_test_11,18,set_18,up,GaussNoise
test,12,aug_test_12,41,set_41,normal,Rotate
test,13,aug_test_13,60,set_60,down,OpticalDistortion
test,14,aug_test_14,34,set_34,right,Sharpen
test,15,aug_test_15,23,set_23,left,Downsample
test,16,aug_test_16,10,set_10,right,ProcessCroppedImage
