split,aug_index,aug_set_name,source_set,source_name,source_angle,aug_type
train,160,aug_train_160,49,set_49,right,Brightness
train,161,aug_train_161,7,set_07,normal,Perspective
train,162,aug_train_162,35,set_35,down,Contrast
train,163,aug_train_163,21,set_21,normal,Translate
train,164,aug_train_164,59,set_59,right,HorizontalFlip
train,165,aug_train_165,31,set_31,normal,Sharpen
train,166,aug_train_166,58,set_58,left,GaussianBlur
train,167,aug_train_167,49,set_49,right,OpticalDistortion
train,168,aug_train_168,16,set_16,unknown,Perspective
train,169,aug_train_169,4,set_04,up,Downsample
train,170,aug_train_170,40,set_40,down,Scale
train,171,aug_train_171,8,set_08,up,TemporalShift
train,172,aug_train_172,17,set_17,normal,Scale
train,173,aug_train_173,35,set_35,down,OpticalDistortion
train,174,aug_train_174,52,set_52,up,Translate
train,175,aug_train_175,32,set_32,up,ProcessCroppedImage
train,176,aug_train_176,4,set_04,up,OpticalDistortion
train,177,aug_train_177,17,set_17,normal,Perspective
train,178,aug_train_178,29,set_29,right,TemporalShift
train,179,aug_train_179,12,set_12,normal,GaussNoise
train,180,aug_train_180,4,set_04,up,Contrast
train,181,aug_train_181,32,set_32,up,Scale
train,182,aug_train_182,29,set_29,right,GaussianBlur
train,183,aug_train_183,43,set_43,left,Translate
train,184,aug_train_184,25,set_25,down,Equalize
train,185,aug_train_185,49,set_49,right,Equalize
train,186,aug_train_186,55,set_55,down,Contrast
train,187,aug_train_187,14,set_14,left,GaussNoise
train,188,aug_train_188,6,set_06,right,HorizontalFlip
train,189,aug_train_189,48,set_48,left,GaussNoise
train,190,aug_train_190,37,set_37,up,OpticalDistortion
train,191,aug_train_191,46,set_46,normal,Equalize
train,192,aug_train_192,33,set_33,left,Brightness
validation,1,aug_validation_01,9,set_09,left,Scale
validation,2,aug_validation_02,11,set_11,unknown,HorizontalFlip
validation,3,aug_validation_03,15,set_15,right,Perspective
validation,4,aug_validation_04,27,set_27,up,Translate
validation,5,aug_validation_05,36,set_36,normal,OpticalDistortion
validation,6,aug_validation_06,44,set_44,right,Rotate
validation,7,aug_validation_07,50,set_50,down,Contrast
validation,8,aug_validation_08,53,set_53,left,Downsample
validation,9,aug_validation_09,57,set_57,up,GaussianBlur
validation,10,aug_validation_10,50,set_50,down,RGBShift
validation,11,aug_validation_11,15,set_15,right,GaussNoise
test,1,aug_test_01,10,set_10,right,Equalize
test,2,aug_test_02,18,set_18,up,GaussNoise
test,3,aug_test_03,23,set_23,left,Scale
test,4,aug_test_04,26,set_26,normal,Downsample
test,5,aug_test_05,30,set_30,down,ProcessCroppedImage
test,6,aug_test_06,34,set_34,right,RGBShift
test,7,aug_test_07,41,set_41,normal,Perspective
test,8,aug_test_08,51,set_51,normal,GaussianBlur
test,9,aug_test_09,60,set_60,down,Rotate
test,10,aug_test_10,60,set_60,down,OpticalDistortion
test,11,aug_test_11,10,set_10,right,Translate
